production_line,material_type,temp_sensor_1,pressure_sensor,humidity,vibration_sensor,processing_time_sec,power_consumption,operator_experience_years,yield_percentage
Line-A,Type-X,99.7,48.29,55.23,1.1339,107.4,176.1,3.0,94.03
Line-B,Type-X,95.43,50.98,57.52,1.0398,130.5,167.55,2.0,93.99
Line-B,Type-Y,104.46,50.76,53.93,0.8214,138.2,188.09,2.0,94.8
Line-B,Type-Z,99.3,51.39,51.57,1.2035,121.4,209.74,5.0,93.99
Line-B,Type-Z,103.4,47.49,32.63,0.9449,127.7,203.91,7.0,93.17
Line-B,Type-X,103.95,51.27,32.51,1.2853,125.7,208.58,10.0,94.53
Line-A,Type-Z,109.3,50.86,68.7,1.0363,120.3,173.17,10.0,94.0
Line-B,Type-X,98.76,50.1,38.58,1.084,103.1,152.97,1.0,95.67
Line-A,Type-Z,100.47,51.3,39.64,0.8487,,195.03,3.0,93.41
Line-A,Type-Z,105.82,47.58,50.35,0.6648,116.4,196.05,7.0,93.86
Line-B,Type-Y,102.11,49.3,59.59,1.0505,115.9,199.95,6.0,96.53
Line-B,Type-X,97.66,49.2,42.57,1.0812,,196.2,7.0,96.05
Line-B,Type-Y,94.09,51.07,65.29,1.0833,121.7,219.08,6.0,95.73
Line-B,Type-Y,102.35,50.89,34.08,1.0869,116.2,222.33,2.0,95.54
Line-A,Type-Z,106.63,52.37,37.92,0.7552,125.4,152.97,9.0,93.58
Line-A,Type-Y,89.23,51.41,69.48,0.851,102.1,164.41,7.0,94.99
Line-B,Type-Z,104.25,52.92,37.19,0.7289,,198.39,4.0,92.83
Line-A,Type-Z,101.99,52.03,69.97,0.7371,125.9,188.98,1.0,93.11
Line-A,Type-Y,103.57,52.24,38.85,1.1387,120.2,222.1,8.0,96.09
Line-B,Type-Z,103.09,47.67,37.2,1.2056,127.5,224.1,3.0,93.51
Line-A,Type-X,104.27,50.13,48.44,1.296,,202.05,8.0,94.15
Line-A,Type-Y,94.05,52.08,39.83,1.0881,130.7,208.78,8.0,94.77
Line-B,Type-X,106.24,46.12,36.89,1.2009,117.3,224.59,5.0,94.13
Line-B,Type-X,97.96,51.59,58.67,1.0969,116.6,171.18,1.0,94.12
Line-A,Type-X,99.09,48.98,38.71,0.9469,126.4,201.36,2.0,95.33
Line-B,Type-Z,94.93,52.79,30.27,0.9748,,199.16,3.0,92.73
Line-A,Type-X,95.89,48.9,62.39,0.7812,117.3,206.14,4.0,94.11
Line-B,Type-Y,98.66,54.61,39.08,1.0529,123.8,234.9,5.0,96.16
Line-B,Type-Y,97.94,50.06,67.31,0.5181,121.9,247.82,9.0,96.02
Line-A,Type-X,103.79,52.85,35.1,0.9834,110.8,172.26,7.0,93.96
Line-A,Type-X,98.76,49.35,50.6,1.1884,129.6,192.6,5.0,95.45
Line-A,Type-X,93.65,42.83,59.78,1.1375,124.6,216.99,3.0,92.95
Line-B,Type-Z,94.37,52.98,67.81,1.1179,122.7,199.29,10.0,93.88
Line-B,Type-X,98.59,53.04,32.98,1.1538,123.8,228.3,8.0,94.4
Line-B,Type-Y,99.23,52.51,63.62,1.0508,132.2,202.12,1.0,95.18
Line-A,Type-X,103.91,50.22,59.91,0.9787,126.5,152.97,4.0,94.54
Line-B,Type-X,93.42,48.34,68.14,0.7473,133.9,196.38,2.0,94.27
Line-B,Type-Y,94.44,45.92,59.62,0.6454,112.8,176.57,10.0,95.11
Line-B,Type-Y,96.3,50.63,35.0,1.326,111.1,228.78,4.0,95.57
Line-A,Type-Z,91.05,53.82,40.51,0.8023,112.8,197.72,10.0,93.77
Line-A,Type-X,99.59,51.71,48.86,1.0398,118.4,197.57,10.0,95.86
Line-A,Type-Z,96.87,47.74,46.41,1.065,120.4,230.36,8.0,93.62
Line-A,Type-Y,101.75,,51.98,1.0882,110.4,172.86,5.0,94.58
Line-A,Type-X,96.38,51.32,,1.3907,125.1,180.8,2.0,94.19
Line-B,Type-Z,98.0,51.49,49.14,0.925,111.4,183.85,7.0,92.87
Line-B,Type-Z,101.42,48.44,30.09,1.2275,116.7,231.94,4.0,93.66
Line-A,Type-Z,94.94,52.06,46.15,0.8144,135.5,251.81,7.0,93.18
Line-B,Type-Y,103.56,47.86,56.25,1.0022,121.3,212.43,4.0,94.98
Line-B,Type-X,94.79,50.06,35.75,0.9131,123.5,225.81,1.0,94.27
Line-A,Type-Z,97.97,49.77,34.64,0.9122,143.1,235.82,7.0,93.39
Line-A,Type-Y,108.45,46.79,34.88,1.1289,121.3,198.91,3.0,94.97
Line-A,Type-X,95.92,49.41,55.47,0.9013,119.8,193.16,6.0,94.66
Line-B,Type-X,113.13,48.88,,0.8355,114.1,232.5,2.0,93.55
Line-B,Type-Z,100.87,48.84,60.35,0.8264,104.7,223.55,5.0,93.43
Line-A,Type-Z,100.72,48.81,63.38,0.9061,124.5,182.81,1.0,93.53
Line-A,Type-Y,101.36,47.92,66.38,0.8606,124.0,179.25,10.0,96.45
Line-B,Type-X,101.52,47.24,67.97,0.7605,118.4,208.14,10.0,95.37
Line-A,Type-X,100.14,49.12,62.64,1.0994,123.1,192.51,1.0,94.39
Line-B,Type-Z,101.4,53.5,49.84,0.9991,125.7,211.67,2.0,92.69
Line-B,Type-Y,105.5,47.72,51.35,0.867,134.1,192.26,7.0,95.55
Line-B,Type-Z,106.94,,62.2,1.0965,105.7,204.11,7.0,92.63
Line-A,Type-Z,97.36,48.98,67.66,1.0303,115.3,185.34,2.0,94.03
Line-A,Type-Z,98.32,51.77,39.97,0.6715,126.6,254.38,7.0,93.15
Line-A,Type-X,86.14,52.4,,0.8308,114.5,184.94,8.0,93.37
Line-A,Type-Z,108.82,52.88,63.73,1.0193,127.6,239.99,10.0,92.98
Line-A,Type-X,102.31,48.08,31.65,0.8056,123.8,171.89,8.0,94.52
Line-A,Type-Y,104.07,50.01,36.96,1.248,118.2,202.51,6.0,95.93
Line-B,Type-Y,,48.19,53.48,1.1662,,194.48,7.0,96.39
Line-B,Type-X,95.46,51.37,63.36,1.3144,110.6,218.3,5.0,94.56
Line-B,Type-Y,108.82,49.91,38.68,1.1447,129.1,179.76,10.0,95.35
Line-B,Type-Y,99.84,51.15,32.42,1.2795,116.1,191.96,8.0,96.39
Line-B,Type-Y,106.16,50.65,32.04,0.9792,117.1,222.51,3.0,96.12
Line-A,Type-Z,96.61,51.9,34.18,0.9638,127.8,197.96,8.0,93.06
Line-A,Type-X,96.33,53.09,31.61,0.7331,125.3,222.36,1.0,93.77
Line-A,Type-X,105.74,49.72,57.86,0.8903,116.7,178.22,6.0,94.91
Line-B,Type-X,100.55,50.19,69.51,0.6921,117.6,207.9,10.0,95.91
Line-A,Type-Z,103.61,51.94,69.71,1.2261,134.1,152.97,6.0,92.62
Line-A,Type-Y,97.7,50.53,54.5,0.7256,111.2,195.78,3.0,95.02
Line-B,Type-Y,112.03,51.78,,0.8674,106.9,206.47,2.0,94.1
Line-B,Type-Y,100.73,51.5,31.67,0.8177,127.8,178.62,6.0,95.06
Line-B,Type-X,98.56,47.21,65.15,0.9341,133.2,148.81,2.0,93.96
Line-B,Type-Z,98.55,53.95,59.47,0.7449,113.5,196.7,2.0,93.46
Line-A,Type-Y,98.82,51.34,63.73,1.1287,127.7,199.55,10.0,96.61
Line-A,Type-X,107.57,50.32,34.71,1.1136,111.5,181.41,9.0,94.0
Line-A,Type-Y,97.68,50.45,30.64,0.9588,100.4,230.98,7.0,95.83
Line-B,Type-Z,98.64,51.05,47.91,1.1431,116.5,185.19,3.0,94.21
Line-B,Type-X,98.73,48.86,66.79,1.3925,123.6,222.29,2.0,95.53
Line-A,Type-X,103.2,52.71,43.59,0.5313,126.5,192.58,5.0,94.61
Line-A,Type-Y,102.68,49.93,56.86,0.9544,110.3,181.24,1.0,95.5
Line-B,Type-X,99.8,50.96,48.31,1.3886,126.8,181.29,7.0,94.49
Line-A,Type-X,98.97,48.55,59.53,0.7731,113.5,195.06,8.0,94.57
Line-A,Type-X,96.21,49.26,42.48,1.153,114.0,213.67,3.0,93.84
Line-B,Type-Z,106.13,48.71,48.04,0.9764,115.5,198.42,4.0,92.68
Line-A,Type-Z,102.13,50.61,57.85,0.8034,122.7,231.97,4.0,93.99
Line-A,Type-Z,97.56,48.58,67.0,1.2051,100.2,178.55,5.0,92.41
Line-A,Type-Z,90.81,51.28,61.3,0.7625,114.6,213.82,3.0,92.94
Line-A,Type-Z,101.23,53.03,51.09,1.3542,112.2,204.32,3.0,94.48
Line-A,Type-Z,99.33,49.78,36.36,1.0029,119.0,207.24,5.0,95.14
Line-B,Type-Y,101.59,46.21,58.27,0.7384,117.4,170.41,10.0,96.31
Line-A,Type-Y,102.23,49.19,40.75,1.1166,127.1,187.96,10.0,95.75
Line-B,Type-Y,103.3,48.87,51.48,0.8995,116.6,183.03,3.0,95.68
Line-B,Type-Z,99.93,52.58,53.01,1.0845,105.1,185.16,4.0,92.63
Line-B,Type-X,90.56,47.22,,1.1431,115.8,197.92,8.0,93.41
Line-A,Type-Y,99.99,50.78,65.45,1.0398,126.9,177.46,4.0,95.99
Line-B,Type-Y,103.04,51.82,42.26,1.1929,,211.05,6.0,96.65
Line-B,Type-Z,95.2,46.46,61.6,1.0739,109.6,213.99,3.0,92.87
Line-A,Type-Y,92.1,53.09,31.08,1.2027,,183.17,5.0,93.51
Line-A,Type-Z,98.99,47.0,56.11,0.8224,133.2,205.42,5.0,92.9
Line-B,Type-X,99.2,48.54,41.28,0.7088,132.2,204.44,1.0,94.29
Line-B,Type-Y,97.39,53.97,51.63,0.6552,118.3,212.17,4.0,95.14
Line-A,Type-X,110.99,46.51,51.49,1.0398,136.8,207.53,7.0,92.61
Line-A,Type-X,104.81,49.23,41.34,0.9413,113.0,175.06,1.0,94.22
Line-B,Type-Y,98.69,47.91,32.13,0.9209,135.3,182.58,6.0,95.57
Line-B,Type-Z,95.79,49.83,61.88,1.3317,128.7,138.15,3.0,93.83
Line-B,Type-Z,103.79,50.1,,1.14,108.4,183.74,8.0,94.5
Line-B,Type-X,107.15,50.33,69.62,0.8224,121.8,174.71,4.0,94.92
Line-B,Type-Z,103.63,55.08,63.51,0.9395,132.1,216.66,4.0,91.84
Line-B,Type-Y,99.31,46.62,57.48,1.2875,133.8,185.52,10.0,94.78
Line-A,Type-X,99.92,49.17,56.55,0.8397,125.0,193.38,3.0,94.34
Line-B,Type-Z,100.01,49.67,33.85,0.7528,117.3,207.37,9.0,94.7
Line-A,Type-Y,96.19,46.71,31.3,0.9072,121.3,227.14,1.0,94.33
Line-A,Type-Z,104.44,48.22,56.03,0.7739,114.2,190.31,6.0,93.35
Line-A,Type-Z,99.78,45.19,49.0,0.7839,119.1,230.87,7.0,93.81
Line-B,Type-Y,94.05,50.44,64.22,0.7821,121.1,193.4,1.0,94.91
Line-B,Type-Z,100.43,52.9,30.83,1.0082,124.4,168.65,1.0,93.41
Line-B,Type-Z,89.07,49.65,69.48,0.8879,119.4,191.97,4.0,93.47
Line-A,Type-Z,103.94,50.57,66.22,0.9532,,218.31,1.0,93.19
Line-B,Type-Z,103.25,52.65,37.52,0.7618,126.9,216.58,2.0,93.55
Line-B,Type-Y,103.38,53.07,68.18,0.9441,106.0,179.92,3.0,94.51
Line-B,Type-X,99.47,48.43,63.94,0.7384,99.1,182.6,8.0,94.54
Line-A,Type-Y,108.21,46.8,31.5,1.0363,111.6,223.18,4.0,94.6
Line-B,Type-Z,92.47,47.67,66.27,1.024,132.3,195.56,2.0,91.86
Line-B,Type-X,92.92,55.16,31.51,0.5644,110.6,209.52,9.0,93.59
Line-B,Type-Y,98.39,49.4,30.64,1.1056,120.4,217.44,2.0,94.91
Line-B,Type-Z,104.94,47.96,,0.8602,114.7,173.51,1.0,92.61
Line-A,Type-X,98.87,46.72,46.54,1.3969,113.6,145.03,2.0,94.3
Line-A,Type-X,101.69,,39.53,1.3568,110.8,190.39,2.0,94.67
Line-B,Type-Z,90.45,50.78,63.43,0.8372,110.1,248.95,5.0,93.06
Line-B,Type-Z,111.52,49.53,44.62,1.0992,116.6,214.22,5.0,93.82
Line-A,Type-X,107.42,51.28,46.48,1.4978,126.5,202.62,6.0,94.59
Line-B,Type-Z,103.24,47.1,43.43,1.1504,116.2,173.84,10.0,92.91
Line-B,Type-X,106.03,51.58,43.17,0.899,109.5,211.63,10.0,93.88
Line-A,Type-Z,102.92,53.91,58.88,1.0503,132.2,220.05,7.0,91.93
Line-B,Type-Y,106.05,49.52,38.36,0.95,127.3,217.47,6.0,95.33
Line-B,Type-Z,102.7,47.99,39.59,1.0672,125.4,161.82,2.0,93.28
Line-B,Type-Z,111.74,52.91,59.46,0.8673,125.7,198.0,10.0,93.25
Line-B,Type-X,101.7,44.87,35.46,1.0657,121.5,170.03,8.0,94.82
Line-A,Type-Z,,48.98,48.48,1.0302,124.0,186.74,4.0,94.13
Line-B,Type-Z,98.63,50.33,49.93,0.9753,122.0,206.2,9.0,93.54
Line-B,Type-Z,93.19,50.8,38.07,1.0398,129.3,195.8,6.0,93.66
Line-B,Type-X,101.31,52.05,48.35,1.2087,119.4,179.11,8.0,94.73
Line-A,Type-Y,98.39,48.93,36.32,1.0398,124.0,178.81,9.0,96.75
Line-A,Type-Z,100.73,46.21,35.6,1.0975,113.0,185.42,7.0,93.79
Line-A,Type-Z,103.53,48.68,51.99,1.1734,122.9,204.17,5.0,94.0
Line-A,Type-Z,87.69,47.65,32.15,1.2663,114.2,226.25,10.0,92.5
Line-B,Type-Z,94.72,54.53,60.6,1.4574,118.7,178.15,8.0,93.41
Line-A,Type-Y,96.2,53.77,41.68,0.6752,115.2,228.87,5.0,95.18
Line-B,Type-Z,97.1,51.08,55.2,0.8506,120.1,240.59,10.0,94.71
Line-A,Type-Y,102.44,47.47,64.38,1.3004,91.8,197.71,7.0,94.32
Line-A,Type-Y,103.35,49.1,38.17,0.7679,152.7,242.35,4.0,94.63
Line-B,Type-Y,96.83,50.39,68.71,0.8243,120.8,179.02,2.0,96.12
Line-B,Type-X,103.74,52.29,45.31,0.5218,118.0,204.63,6.0,95.29
Line-B,Type-Z,98.12,50.35,57.41,1.0337,110.4,167.0,5.0,92.62
Line-B,Type-Z,98.06,,43.39,0.9646,116.3,210.09,2.0,93.93
Line-A,Type-X,110.63,52.11,60.81,0.7289,127.1,245.26,2.0,93.13
Line-B,Type-Z,94.91,47.64,49.26,0.8205,110.9,201.3,1.0,92.58
Line-B,Type-Z,106.71,54.88,,1.0475,111.3,198.67,7.0,93.07
Line-A,Type-X,100.19,48.12,62.81,0.9637,114.8,197.6,3.0,94.97
Line-B,Type-X,107.14,49.56,54.67,0.9824,119.8,185.31,3.0,93.55
Line-B,Type-X,112.45,53.27,45.0,0.9382,121.8,198.51,5.0,92.43
Line-A,Type-Y,104.06,54.08,65.59,1.0398,119.9,240.17,2.0,94.59
Line-A,Type-Y,104.85,,51.39,0.97,124.6,215.58,2.0,94.73
Line-A,Type-X,96.76,50.3,42.32,0.7402,108.8,211.57,3.0,94.99
Line-B,Type-X,89.79,51.53,66.35,0.8009,127.6,190.57,4.0,93.26
Line-B,Type-X,105.78,46.38,37.37,1.2827,,210.31,1.0,93.82
Line-B,Type-Y,100.24,51.6,68.93,0.6654,115.0,195.73,10.0,96.43
Line-A,Type-Y,99.35,50.26,52.34,0.9947,124.2,186.83,4.0,96.26
Line-A,Type-Y,99.75,49.79,59.22,1.3083,105.5,177.91,10.0,96.17
Line-B,Type-X,88.25,46.37,36.43,1.0079,119.1,212.89,3.0,93.7
Line-B,Type-X,96.13,51.82,61.63,0.7306,121.6,194.1,8.0,95.94
Line-A,Type-Y,,50.08,59.33,1.0769,122.1,211.69,10.0,96.91
Line-B,Type-Y,102.3,52.06,65.18,1.0863,115.3,211.15,8.0,95.15
Line-B,Type-Z,100.08,49.98,32.07,1.0703,128.4,177.57,3.0,93.9
Line-B,Type-X,103.4,52.66,52.15,1.0845,101.4,249.63,6.0,93.38
Line-A,Type-Z,98.2,47.23,54.66,1.1913,120.2,202.81,6.0,93.72
Line-B,Type-Y,97.62,53.48,38.73,1.1711,110.8,184.03,6.0,95.03
Line-B,Type-Y,100.0,49.97,68.9,0.9402,140.4,200.19,4.0,95.03
Line-B,Type-Z,97.45,48.01,69.95,1.1408,128.4,198.9,6.0,93.2
Line-B,Type-X,98.18,51.34,39.0,1.3949,109.5,185.95,10.0,94.04
Line-B,Type-X,100.76,55.57,55.65,1.1289,99.3,169.64,6.0,93.57
Line-A,Type-Z,95.41,53.48,67.61,1.0398,117.4,191.21,1.0,92.78
Line-B,Type-Z,98.24,48.6,51.09,1.1239,123.2,152.97,9.0,94.58
Line-B,Type-Z,,50.58,42.94,1.2055,121.5,199.72,5.0,92.89
Line-B,Type-Z,102.93,51.57,60.1,0.8904,108.0,225.67,7.0,93.29
Line-A,Type-X,101.17,51.01,58.71,1.0866,127.8,223.28,2.0,94.66
Line-A,Type-X,95.83,47.19,64.71,1.2513,120.1,195.32,6.0,94.7
Line-A,Type-X,110.24,47.52,40.78,0.7852,119.5,199.62,7.0,94.53
Line-B,Type-Y,103.44,51.92,41.64,1.0726,122.4,226.8,10.0,95.4
Line-A,Type-X,93.29,43.0,49.17,0.7666,111.8,217.56,7.0,92.49
Line-A,Type-Z,102.24,46.55,31.0,0.791,110.0,203.23,3.0,92.62
Line-A,Type-Y,97.14,50.23,43.58,1.0243,110.0,206.23,8.0,96.03
Line-B,Type-X,96.01,48.69,39.91,1.0398,,179.99,10.0,94.52
Line-A,Type-Z,108.19,49.41,49.46,0.8915,114.2,253.9,2.0,93.06
Line-B,Type-X,104.86,49.94,55.5,0.5694,128.0,174.16,6.0,94.04
Line-B,Type-Y,97.28,47.83,46.04,0.5515,124.3,199.86,9.0,95.98
Line-B,Type-X,101.77,51.03,44.55,0.8773,105.2,199.6,5.0,93.86
Line-A,Type-X,107.41,49.95,40.55,1.2664,116.5,189.61,4.0,94.17
Line-A,Type-Z,103.01,50.27,52.34,0.9854,120.5,184.16,7.0,93.73
Line-B,Type-X,103.56,50.82,43.71,0.7644,119.1,198.68,4.0,95.3
Line-A,Type-X,101.49,54.61,59.69,1.0398,127.3,203.51,3.0,93.94
Line-B,Type-Z,101.89,48.74,60.63,0.7953,122.3,213.13,3.0,94.05
Line-B,Type-Z,101.23,48.62,59.6,1.4196,127.2,218.45,1.0,93.58
Line-A,Type-X,105.56,52.09,46.62,0.7224,98.6,201.35,3.0,92.87
Line-B,Type-Y,97.03,49.69,61.6,1.3239,115.8,152.97,10.0,95.26
Line-B,Type-X,98.75,47.61,41.25,0.951,134.9,192.11,7.0,94.1
Line-A,Type-Y,87.4,48.06,64.22,0.7137,130.4,152.97,7.0,94.59
Line-A,Type-Z,96.72,49.78,51.21,1.0497,122.6,186.11,6.0,93.79
Line-B,Type-X,97.31,53.65,40.93,0.8713,134.0,183.88,3.0,93.46
Line-A,Type-Y,99.84,47.68,45.68,1.0192,128.6,185.21,9.0,95.7
Line-B,Type-X,100.23,47.9,56.69,0.7755,132.5,208.94,8.0,94.69
Line-B,Type-Y,101.56,,69.87,0.7823,110.2,152.97,7.0,95.12
Line-A,Type-Z,103.05,51.46,57.72,0.6026,117.6,194.58,2.0,93.11
Line-A,Type-Z,103.33,57.78,30.6,1.0309,130.2,212.9,7.0,91.73
Line-B,Type-X,99.54,51.52,39.52,0.5901,124.1,218.96,7.0,95.16
Line-B,Type-Y,101.15,46.7,37.65,1.4321,113.0,254.53,5.0,96.04
Line-B,Type-Y,112.9,52.12,51.61,0.9308,126.7,230.15,7.0,94.23
Line-B,Type-X,101.84,49.94,57.75,1.1192,120.4,185.17,7.0,95.04
Line-B,Type-X,103.37,49.6,53.92,1.3467,117.0,201.4,10.0,95.75
Line-B,Type-Y,95.93,51.85,42.96,1.1987,111.5,167.35,4.0,94.72
Line-B,Type-X,106.52,48.48,42.4,1.198,106.3,216.8,8.0,93.28
Line-B,Type-Z,98.85,54.11,67.43,1.092,127.1,234.78,7.0,92.79
Line-A,Type-Z,104.79,49.27,38.48,1.1039,125.9,201.01,5.0,93.14
Line-B,Type-Y,92.44,48.09,37.93,0.57,119.8,211.78,7.0,94.2
Line-B,Type-X,101.73,52.71,36.87,0.985,105.1,261.53,9.0,94.51
Line-A,Type-Z,103.61,52.48,69.96,0.9276,130.3,230.55,1.0,92.92
Line-B,Type-Y,111.19,,49.7,0.7052,119.1,202.63,2.0,94.47
Line-A,Type-Z,105.54,52.59,55.01,0.8388,112.2,184.25,5.0,93.05
Line-B,Type-X,94.88,47.65,,1.1753,128.2,247.06,9.0,94.09
Line-A,Type-X,94.44,48.61,53.11,1.0398,108.1,196.5,10.0,94.73
Line-B,Type-Z,104.4,53.0,34.6,0.8445,,221.35,5.0,93.09
Line-B,Type-X,103.63,50.8,50.25,1.0659,113.6,230.65,7.0,94.48
Line-B,Type-X,104.93,51.71,59.72,1.197,117.2,202.32,1.0,95.04
Line-A,Type-X,96.61,48.9,44.9,0.8408,127.5,234.32,10.0,95.1
Line-B,Type-Y,91.09,52.39,53.41,1.2872,100.6,201.63,8.0,94.34
Line-B,Type-Z,96.33,46.75,54.79,0.9681,133.7,171.53,8.0,92.65
Line-B,Type-Z,97.88,49.12,52.98,1.376,106.0,224.38,3.0,92.77
Line-A,Type-Y,94.83,48.69,67.39,1.0398,102.4,193.16,3.0,94.79
Line-B,Type-Y,100.39,50.88,36.82,1.2892,122.4,204.36,8.0,96.55
Line-A,Type-X,102.43,46.74,50.13,1.0122,117.6,234.03,9.0,94.79
Line-B,Type-Y,100.95,47.21,60.63,1.2318,134.1,161.18,7.0,95.15
Line-A,Type-Y,99.21,47.01,32.16,0.7478,134.0,157.54,3.0,94.42
Line-B,Type-X,103.67,51.2,32.7,1.1095,140.8,194.47,8.0,95.06
Line-B,Type-Z,107.94,49.55,45.08,0.6777,127.7,172.33,7.0,93.78
Line-B,Type-X,98.49,50.99,45.82,0.9861,140.2,232.78,9.0,94.56
Line-A,Type-Z,106.0,46.84,38.79,1.0442,130.2,210.47,7.0,92.91
Line-B,Type-Y,101.59,53.87,33.02,1.0238,123.7,176.87,7.0,96.1
Line-A,Type-Y,97.82,53.01,54.05,0.7167,124.1,196.51,7.0,96.03
Line-A,Type-Z,104.49,50.78,54.52,1.0887,125.4,209.84,9.0,94.92
Line-A,Type-Y,105.57,50.57,41.07,1.1056,138.1,200.28,6.0,94.39
Line-B,Type-Y,90.35,48.28,43.93,0.8311,123.3,198.9,7.0,94.68
Line-A,Type-X,99.54,,59.01,0.7731,118.1,178.66,3.0,94.71
Line-A,Type-Z,108.98,47.03,44.42,1.052,102.3,217.28,9.0,93.02
Line-B,Type-Z,96.34,53.02,41.41,0.9427,126.1,205.12,10.0,93.4
Line-B,Type-X,95.91,49.19,58.19,1.0891,119.1,188.58,6.0,95.14
Line-B,Type-X,99.02,,57.59,1.117,119.9,211.52,1.0,94.81
Line-B,Type-Y,100.65,51.26,35.37,0.9269,104.5,193.71,7.0,95.83
Line-B,Type-Z,91.47,50.58,69.21,0.952,114.8,181.34,4.0,93.26
Line-A,Type-Y,97.06,49.71,64.06,1.2396,118.3,215.6,2.0,95.27
Line-B,Type-Z,96.08,50.32,35.46,0.8697,135.1,215.17,6.0,93.25
Line-B,Type-Y,93.88,52.66,33.71,0.8972,135.6,154.09,10.0,95.65
Line-A,Type-Z,111.06,51.64,,0.8937,127.0,179.59,10.0,93.71
Line-B,Type-Y,102.74,52.13,63.32,0.9669,124.1,195.41,8.0,95.57
Line-B,Type-Z,104.38,49.25,60.07,1.0262,116.3,178.66,4.0,92.24
Line-B,Type-X,93.21,50.78,41.73,1.0056,118.5,237.08,9.0,94.95
Line-A,Type-Y,99.71,51.04,47.39,0.9193,108.2,186.95,3.0,95.37
Line-B,Type-X,107.31,51.87,52.62,0.9027,111.5,189.71,4.0,93.9
Line-B,Type-X,100.75,53.6,44.04,0.9235,126.8,195.71,4.0,94.01
Line-B,Type-X,97.53,45.65,34.85,0.7582,121.8,170.77,4.0,94.33
Line-A,Type-Y,99.66,52.94,40.93,1.0057,128.4,176.96,2.0,95.69
Line-A,Type-Z,95.35,51.97,69.48,0.8216,113.3,191.81,8.0,94.34
Line-B,Type-Z,102.0,49.92,,0.7917,140.5,197.49,7.0,93.01
Line-B,Type-X,107.54,51.65,43.29,1.0523,121.9,202.72,4.0,93.74
Line-A,Type-X,110.1,51.79,62.43,0.7817,128.2,201.26,10.0,94.04
Line-B,Type-Z,98.59,51.99,37.85,1.0398,115.5,156.16,10.0,94.22
Line-B,Type-Z,96.46,51.79,42.11,0.806,112.3,231.3,6.0,93.56
Line-A,Type-X,104.74,52.0,50.12,1.0871,125.5,213.95,4.0,94.11
Line-A,Type-X,100.89,49.07,69.77,1.069,122.1,202.3,3.0,95.6
Line-B,Type-Z,102.46,,61.54,1.0067,124.1,209.7,8.0,94.09
Line-A,Type-Y,88.36,,48.0,0.8124,110.5,175.6,4.0,94.35
Line-B,Type-Y,97.6,48.09,39.11,0.9547,110.5,234.24,8.0,95.31
Line-B,Type-X,99.0,50.27,34.42,1.0398,126.6,189.32,1.0,94.89
Line-A,Type-X,96.89,51.34,59.82,1.0398,117.0,186.69,8.0,96.04
Line-A,Type-X,89.42,53.43,63.6,0.9685,128.8,193.96,1.0,91.99
Line-A,Type-X,97.54,48.42,35.95,1.1577,,191.35,5.0,93.92
Line-B,Type-Y,108.69,53.06,45.2,1.1112,137.6,217.84,2.0,93.16
Line-B,Type-X,93.34,50.95,,0.9369,114.7,183.18,5.0,94.64
Line-A,Type-X,96.84,50.88,66.81,1.0951,111.4,170.94,1.0,93.74
Line-B,Type-X,95.1,50.39,68.84,1.158,126.9,207.03,3.0,94.59
Line-B,Type-Z,102.66,51.77,64.21,1.2739,103.9,219.1,4.0,93.09
Line-B,Type-Z,109.06,50.16,66.82,0.751,134.7,218.43,2.0,92.3
Line-A,Type-X,93.91,,43.85,0.9458,125.7,188.28,5.0,93.64
Line-B,Type-Y,103.83,49.92,60.14,1.2433,138.3,204.13,3.0,95.59
Line-B,Type-X,96.14,51.46,37.72,0.9185,115.5,209.45,2.0,94.15
Line-A,Type-X,105.05,49.05,61.24,1.2678,117.2,152.97,7.0,93.99
Line-A,Type-Z,99.18,50.66,60.83,0.4973,125.5,229.58,5.0,94.16
Line-A,Type-Z,111.1,50.02,56.53,0.9539,117.2,178.56,3.0,92.69
Line-B,Type-X,101.21,52.86,36.06,0.9013,115.7,201.47,8.0,95.35
Line-B,Type-Z,99.56,50.53,52.73,1.0886,106.7,187.57,10.0,94.68
Line-A,Type-X,105.69,48.69,46.76,1.5053,131.5,193.37,10.0,94.99
Line-A,Type-Z,96.61,47.9,43.97,0.8605,122.3,180.22,9.0,95.47
Line-A,Type-X,105.07,49.04,40.85,0.6955,118.8,199.12,2.0,94.85
Line-B,Type-X,106.23,51.09,38.84,0.873,114.5,197.32,7.0,93.85
Line-B,Type-Y,106.04,49.61,33.93,1.2057,126.5,212.77,7.0,95.6
Line-A,Type-X,99.07,48.14,60.06,1.0118,127.6,174.66,7.0,94.93
Line-B,Type-Z,109.73,51.13,31.48,1.079,111.9,187.33,5.0,91.88
Line-A,Type-Y,97.65,,41.59,1.1894,118.3,204.22,10.0,96.77
Line-B,Type-Z,102.96,50.25,31.29,1.1055,110.5,233.02,5.0,92.71
Line-B,Type-Y,95.47,46.68,30.96,0.9856,111.8,185.82,5.0,95.05
Line-A,Type-Y,96.8,51.74,55.3,0.9831,114.3,168.99,5.0,95.09
Line-B,Type-Z,99.69,49.55,64.17,0.7816,133.9,190.09,10.0,93.62
Line-B,Type-Z,95.71,48.07,42.24,1.1965,120.4,189.98,3.0,92.43
Line-B,Type-X,104.79,49.48,62.04,1.0253,124.8,158.57,8.0,95.13
