production_line,shift,operator_experience_years,processing_time_min,temperature,humidity,measurement_A,measurement_B,measurement_C,defect_status
Line-1,주간,1.0,35.0,24.3,64.1,89.08,183.55,55.2,0
Line-1,주간,2.0,29.2,27.3,61.2,79.7,212.87,44.04,0
Line-1,야간,12.0,27.9,21.5,65.1,103.72,198.2,44.67,0
Line-1,야간,8.0,36.0,24.8,69.1,112.19,234.29,46.57,0
Line-1,야간,11.0,28.5,29.7,52.7,112.41,215.92,38.99,0
Line-1,주간,11.0,25.6,22.2,31.1,100.85,205.31,46.03,0
Line-2,주간,3.0,,23.3,52.9,96.63,216.07,45.72,0
Line-1,주간,2.0,27.9,19.9,57.1,97.03,172.84,51.91,0
Line-2,주간,6.0,26.6,24.4,56.7,113.01,206.64,52.04,0
Line-3,야간,7.0,35.9,24.9,55.1,123.43,204.77,46.59,0
Line-2,야간,10.0,28.8,25.1,52.5,104.39,211.65,49.51,0
Line-3,주간,2.0,30.5,23.8,60.7,98.91,201.82,53.59,0
Line-1,야간,0.0,34.8,26.6,58.0,123.77,188.24,55.31,0
Line-1,야간,7.0,32.2,25.8,44.9,108.52,185.2,54.45,0
Line-1,주간,2.0,38.3,20.7,50.5,112.59,212.2,58.2,0
Line-1,야간,5.0,,28.8,52.1,100.2,210.39,48.13,0
Line-1,주간,11.0,33.7,23.4,42.9,99.13,182.23,47.65,0
Line-3,주간,9.0,27.0,25.4,50.6,80.8,255.12,48.08,0
Line-1,야간,12.0,27.6,27.5,64.4,94.93,173.32,58.12,0
Line-3,주간,2.0,24.0,27.1,42.8,100.68,203.03,51.91,0
Line-1,주간,11.0,32.0,30.2,50.9,93.85,192.54,44.11,0
Line-1,주간,4.0,35.4,25.5,46.1,75.71,195.42,46.93,0
Line-2,야간,9.0,27.2,25.3,36.9,105.09,200.41,53.53,0
Line-3,야간,1.0,29.5,24.2,53.3,114.54,163.37,47.57,0
Line-1,주간,9.0,30.5,24.2,45.1,116.0,204.76,61.37,0
Line-3,야간,9.0,35.7,26.2,85.2,108.89,193.0,47.92,0
Line-3,야간,0.0,27.7,22.0,47.8,112.89,193.91,54.2,0
Line-2,주간,6.0,27.1,27.0,49.7,103.91,205.3,55.64,0
Line-3,야간,10.0,26.4,22.8,41.5,113.26,225.58,53.77,0
Line-2,야간,13.0,22.8,20.1,42.4,108.22,155.2,56.94,0
Line-3,야간,11.0,23.1,26.4,56.1,108.39,208.46,51.62,0
Line-2,야간,7.0,24.0,26.8,47.9,75.7,206.79,45.61,0
Line-1,주간,4.0,37.2,26.4,46.2,95.17,166.56,54.37,0
Line-1,주간,8.0,33.0,29.7,51.8,119.57,200.05,55.05,0
Line-2,주간,12.0,,24.4,51.9,103.55,240.69,46.96,0
Line-3,야간,2.0,34.0,25.6,45.7,100.36,180.94,46.42,0
Line-2,야간,9.0,35.9,27.5,68.8,89.49,207.99,50.12,0
Line-3,야간,5.0,22.7,29.2,50.9,104.89,203.46,43.83,0
Line-2,야간,2.0,34.0,30.7,31.8,90.65,228.7,41.06,0
Line-2,주간,8.0,38.4,28.0,63.2,98.77,183.81,46.32,0
Line-1,야간,5.0,26.8,27.0,47.7,89.9,214.59,56.7,0
Line-3,야간,3.0,37.7,23.5,50.9,89.62,209.71,53.09,0
Line-1,야간,13.0,28.6,28.5,30.7,97.71,198.15,50.39,0
Line-1,야간,14.0,41.1,26.2,47.4,110.24,202.45,52.01,0
Line-1,주간,1.0,24.8,27.4,43.6,97.99,201.81,48.93,0
Line-3,주간,1.0,37.2,17.3,63.3,105.44,217.51,50.37,1
Line-3,야간,8.0,31.1,21.6,49.7,108.15,207.63,43.88,0
Line-3,야간,4.0,34.1,27.1,39.4,93.92,201.02,44.73,0
Line-1,주간,8.0,20.6,26.6,59.1,108.68,224.89,54.97,0
Line-1,야간,5.0,30.7,25.4,69.3,85.66,207.49,50.0,0
Line-1,야간,1.0,25.8,27.5,42.4,102.89,182.65,64.99,0
Line-1,주간,13.0,33.0,26.2,42.5,92.62,192.37,43.02,0
Line-2,야간,5.0,34.5,24.1,51.9,101.28,199.71,50.32,0
Line-3,주간,10.0,28.3,21.5,46.6,103.38,219.02,44.73,0
Line-2,야간,8.0,41.8,23.0,36.3,95.6,223.04,47.64,0
Line-1,주간,3.0,39.9,25.9,49.6,91.21,178.6,47.35,0
Line-1,야간,11.0,32.0,26.1,46.3,110.34,232.24,41.13,0
Line-3,야간,13.0,30.4,24.9,50.3,124.62,232.16,53.92,0
Line-3,주간,14.0,32.4,26.8,50.1,100.77,219.18,53.68,0
Line-2,주간,2.0,30.9,18.3,43.2,93.21,187.36,41.4,0
Line-3,주간,12.0,28.5,27.6,41.5,115.04,200.43,59.97,0
Line-2,주간,4.0,43.6,21.7,45.0,104.44,156.32,52.18,0
Line-2,주간,3.0,40.5,18.9,57.7,111.87,190.75,44.97,0
Line-2,주간,4.0,27.1,20.8,39.1,100.47,192.37,52.86,0
Line-1,주간,5.0,18.1,23.4,64.1,88.45,198.86,44.39,0
Line-1,주간,6.0,34.3,26.3,38.1,98.48,233.44,44.09,0
Line-2,야간,12.0,23.8,22.5,55.6,93.97,190.94,56.78,0
Line-3,야간,15.0,30.2,18.9,57.3,110.67,212.93,42.34,0
Line-2,주간,5.0,29.5,26.5,58.6,101.66,235.48,61.32,0
Line-2,야간,5.0,32.6,26.0,51.9,104.16,224.18,48.12,0
Line-1,주간,15.0,32.0,26.2,41.0,87.76,222.01,50.69,0
Line-2,야간,11.0,27.3,22.9,53.6,105.55,223.37,56.76,0
Line-3,주간,5.0,32.2,23.2,46.6,90.83,153.03,53.6,0
Line-3,주간,,30.3,28.1,61.9,105.3,206.44,48.82,0
Line-2,야간,5.0,39.8,24.6,46.4,95.59,169.37,55.26,0
Line-2,주간,15.0,24.6,26.4,47.6,94.42,170.13,53.26,0
Line-1,야간,3.0,32.1,25.3,51.5,101.94,235.95,48.98,0
Line-3,주간,13.0,33.2,18.2,55.8,98.2,192.37,54.06,0
Line-1,야간,9.0,27.7,20.4,60.0,95.63,203.28,51.24,0
Line-2,야간,6.0,24.5,26.0,57.6,91.33,210.83,51.71,0
Line-3,야간,8.0,34.0,23.6,50.3,114.53,186.57,50.71,0
Line-1,주간,13.0,,24.7,60.1,102.52,206.12,42.73,0
Line-3,주간,6.0,29.3,29.2,59.7,111.75,185.7,55.32,0
Line-3,야간,7.0,34.9,24.4,61.1,107.55,189.7,55.45,0
Line-1,주간,9.0,26.6,26.4,56.5,93.7,216.77,48.61,0
Line-2,주간,6.0,32.3,30.9,53.1,95.86,169.28,45.06,0
Line-1,야간,0.0,29.4,24.8,51.3,99.75,163.53,57.6,0
Line-1,주간,1.0,33.2,29.0,57.5,100.68,203.58,48.23,0
Line-1,야간,8.0,27.8,27.6,39.1,103.15,205.82,45.26,0
Line-2,주간,14.0,30.3,24.5,41.9,108.02,203.99,54.97,0
Line-1,주간,,24.4,24.3,46.3,98.1,203.69,54.53,0
Line-2,주간,15.0,24.5,24.7,42.2,97.38,188.7,38.52,0
Line-1,야간,8.0,34.3,31.6,63.0,83.02,255.82,54.04,0
Line-1,주간,0.0,38.8,26.3,54.2,100.52,233.96,48.09,0
Line-1,주간,0.0,25.5,19.5,55.8,90.94,157.25,48.55,0
Line-1,야간,14.0,32.0,27.5,57.3,88.05,165.11,44.73,0
Line-3,야간,0.0,32.9,24.0,50.3,89.49,214.87,47.69,0
Line-1,주간,9.0,27.8,18.4,65.6,92.41,197.7,54.52,0
Line-3,야간,,30.6,24.8,41.3,79.14,173.42,51.87,0
Line-1,야간,7.0,36.8,18.7,48.9,104.22,196.86,44.23,0
Line-3,야간,7.0,37.8,25.6,43.2,99.6,203.92,48.15,0
Line-2,야간,15.0,33.8,27.1,51.9,98.61,263.52,52.98,0
Line-1,주간,7.0,32.0,21.5,45.7,91.26,184.13,48.19,0
Line-2,야간,0.0,38.4,23.8,47.5,91.25,220.42,54.38,0
Line-3,야간,12.0,35.5,21.5,49.1,102.86,185.68,44.65,0
Line-3,야간,9.0,32.2,26.1,43.9,105.28,207.42,47.65,0
Line-1,야간,8.0,31.0,25.5,51.9,85.5,211.11,53.69,0
Line-1,주간,2.0,40.1,19.6,53.2,123.27,236.95,47.07,0
Line-2,주간,11.0,26.5,27.4,40.5,110.0,239.41,62.45,0
Line-3,주간,9.0,26.4,21.8,54.9,98.13,180.91,53.23,0
Line-3,주간,14.0,35.8,26.1,41.1,93.11,206.53,48.73,0
Line-1,주간,7.0,34.7,20.5,53.6,103.59,181.53,48.99,0
Line-2,야간,6.0,28.3,21.8,58.6,101.52,153.03,54.47,0
Line-1,주간,4.0,35.1,26.5,62.2,83.37,169.6,52.22,0
Line-2,주간,7.0,28.7,23.3,51.9,102.95,185.07,48.86,0
Line-1,주간,13.0,31.3,26.6,52.7,88.02,216.08,41.11,0
Line-1,야간,12.0,34.6,25.1,41.7,104.16,192.37,49.12,0
Line-2,야간,11.0,35.7,27.3,53.4,93.25,216.19,56.72,0
Line-3,주간,8.0,31.2,25.0,56.9,83.61,201.84,47.33,0
Line-1,야간,5.0,26.2,25.4,50.1,109.05,195.11,50.41,0
Line-2,주간,8.0,25.6,22.2,33.1,89.49,209.23,48.55,0
Line-3,야간,,29.5,23.0,70.9,83.71,197.78,58.09,0
Line-1,야간,5.0,26.4,26.4,43.9,89.49,199.59,41.4,0
Line-1,야간,6.0,31.1,28.0,38.4,102.53,223.39,51.5,0
Line-3,주간,14.0,29.8,27.9,63.2,89.49,206.77,58.32,0
Line-3,야간,10.0,34.3,25.8,57.8,114.63,232.52,47.62,0
Line-2,야간,10.0,28.2,19.6,38.5,106.47,222.19,42.56,0
Line-1,주간,8.0,20.5,23.3,52.6,106.03,191.65,54.59,0
Line-2,야간,11.0,27.5,24.5,40.7,100.68,221.61,56.23,0
Line-1,주간,14.0,36.4,23.8,59.7,120.76,187.43,45.81,0
Line-1,주간,8.0,32.4,23.8,46.2,91.34,181.22,54.3,0
Line-3,야간,11.0,31.1,26.7,56.5,102.93,161.39,53.94,0
Line-2,야간,10.0,24.1,27.7,67.3,113.2,161.48,55.4,0
Line-3,야간,11.0,28.9,26.4,54.7,101.18,210.94,53.17,0
Line-2,야간,1.0,34.9,27.4,63.2,108.34,195.43,52.67,0
Line-3,주간,4.0,28.5,30.4,71.8,86.48,203.18,48.27,0
Line-2,주간,12.0,27.9,27.8,63.2,103.94,188.13,57.75,0
Line-1,야간,1.0,30.4,21.4,47.9,95.73,221.05,49.19,0
Line-3,주간,8.0,27.3,28.2,65.2,102.26,196.87,51.31,0
Line-3,주간,5.0,30.7,24.3,65.1,100.12,203.72,49.69,0
Line-2,주간,5.0,33.0,24.5,32.4,116.21,173.09,51.99,0
Line-3,야간,5.0,24.1,26.7,32.0,92.61,229.79,54.38,0
Line-2,주간,4.0,30.6,20.9,39.7,103.14,208.71,40.77,0
Line-1,야간,10.0,37.0,27.6,67.0,105.93,159.56,47.77,0
Line-3,야간,2.0,15.8,25.8,53.5,97.93,204.13,52.83,0
Line-2,야간,13.0,31.7,24.4,55.4,84.1,233.05,52.34,0
Line-1,야간,7.0,22.0,28.0,49.5,100.27,203.32,43.82,0
Line-1,야간,11.0,36.8,28.0,57.3,93.98,187.34,43.79,0
Line-2,야간,9.0,28.7,24.3,60.3,96.75,227.98,53.4,0
Line-3,주간,8.0,22.2,26.3,39.7,108.48,205.11,35.74,0
Line-3,주간,2.0,,22.7,59.4,109.79,182.66,46.36,0
Line-1,야간,2.0,39.8,21.5,49.4,91.21,217.34,52.73,0
Line-1,야간,3.0,36.7,22.0,49.8,110.92,192.37,47.96,0
Line-2,야간,11.0,34.6,20.2,59.6,107.23,159.12,46.54,0
Line-1,야간,1.0,31.9,24.1,46.0,91.54,191.26,50.58,0
Line-2,야간,6.0,27.8,25.2,46.7,109.12,210.48,62.48,0
Line-2,주간,4.0,22.7,23.7,52.5,103.07,228.13,54.08,0
Line-1,야간,7.0,29.0,30.7,51.9,118.44,216.29,41.68,0
Line-3,주간,13.0,32.2,19.2,55.8,95.67,192.33,49.41,0
Line-2,야간,6.0,23.9,27.8,46.4,96.79,220.76,50.4,0
Line-1,주간,13.0,26.5,24.1,39.0,108.28,229.23,49.79,0
Line-2,주간,2.0,30.7,26.4,33.8,99.43,185.43,60.14,0
Line-1,야간,1.0,27.5,28.9,42.1,95.79,232.44,56.68,0
Line-2,주간,,,26.6,65.0,122.13,196.56,42.35,0
Line-1,주간,8.0,34.7,27.6,57.2,103.43,206.86,50.51,0
Line-1,야간,13.0,30.1,21.1,49.4,86.87,222.28,51.75,0
Line-2,야간,11.0,29.6,21.2,54.3,106.82,198.22,53.48,0
Line-2,야간,6.0,27.7,24.9,62.8,103.2,245.95,50.03,0
Line-1,주간,2.0,29.7,19.5,56.4,86.87,189.28,57.72,0
Line-1,주간,15.0,25.1,21.8,51.8,98.13,192.37,38.41,0
Line-1,주간,12.0,31.2,24.8,57.7,100.1,195.66,44.34,0
Line-2,야간,7.0,31.1,28.2,51.1,105.46,219.11,63.79,0
Line-2,야간,13.0,23.1,23.3,46.1,111.47,225.46,49.28,0
Line-3,야간,6.0,33.3,24.6,32.7,121.81,193.34,49.66,0
Line-3,주간,13.0,25.6,28.7,62.7,81.72,180.65,50.64,0
Line-2,야간,8.0,21.2,24.3,40.8,109.78,229.58,50.23,0
Line-2,야간,1.0,28.9,24.5,57.2,109.59,199.2,44.73,0
Line-2,주간,12.0,31.2,22.8,47.8,89.11,203.82,43.7,0
Line-1,주간,9.0,26.9,29.1,54.0,106.62,210.09,43.17,0
Line-1,야간,3.0,28.7,26.9,58.7,105.76,215.1,52.49,0
Line-1,주간,11.0,31.7,23.9,41.4,100.24,211.75,43.46,0
Line-1,주간,10.0,29.0,30.2,51.4,82.2,193.52,45.13,0
Line-1,주간,5.0,28.5,30.3,71.2,96.59,220.19,44.37,0
Line-1,야간,0.0,22.8,26.4,39.3,86.9,169.05,49.15,0
Line-1,야간,2.0,30.9,25.0,56.0,95.42,194.8,49.98,0
Line-2,주간,3.0,25.1,26.0,24.1,91.04,183.34,50.81,0
Line-2,주간,7.0,,27.6,38.0,109.16,216.83,48.11,0
Line-1,야간,2.0,24.8,29.4,38.5,109.28,197.73,62.21,0
Line-3,주간,2.0,32.0,28.4,50.8,92.95,227.95,52.97,0
Line-3,주간,10.0,23.5,22.9,58.9,87.4,213.97,55.51,0
Line-3,주간,7.0,24.2,24.9,51.9,89.49,197.88,43.01,0
Line-3,주간,7.0,35.6,26.4,40.5,107.13,207.07,60.17,0
Line-1,야간,1.0,24.6,22.7,58.5,112.59,231.17,47.33,0
Line-2,주간,11.0,18.1,26.0,42.8,95.73,175.28,44.74,0
Line-1,주간,0.0,39.0,19.9,52.3,109.71,212.99,46.9,0
Line-3,주간,8.0,33.7,24.1,38.6,110.77,196.25,51.15,0
Line-3,주간,14.0,33.4,21.3,50.3,92.55,184.72,40.2,0
Line-3,야간,9.0,35.9,23.0,52.3,100.28,174.5,52.62,0
Line-3,주간,2.0,26.4,27.6,49.1,96.45,178.57,53.32,0
Line-2,주간,9.0,27.8,22.9,61.7,114.08,218.26,46.76,0
Line-1,야간,4.0,14.1,20.4,58.3,89.49,198.85,44.17,0
Line-2,주간,8.0,33.5,28.7,47.0,101.35,211.27,46.36,0
Line-3,주간,13.0,30.0,21.1,51.9,120.06,192.37,53.24,0
Line-3,야간,0.0,27.1,22.9,46.1,101.9,234.45,45.45,0
Line-1,주간,0.0,30.7,25.1,58.4,84.57,197.22,48.46,0
Line-2,주간,9.0,36.4,22.5,41.2,94.11,175.46,59.21,0
Line-3,주간,0.0,27.7,22.3,37.1,89.07,196.93,50.99,0
Line-2,주간,15.0,25.0,26.7,52.1,80.52,216.18,51.83,0
Line-2,야간,10.0,,23.2,62.3,104.55,213.26,49.56,0
Line-2,주간,15.0,21.7,24.4,37.0,87.8,196.03,44.98,0
Line-1,야간,10.0,35.4,26.2,33.7,101.2,168.74,43.23,0
Line-2,야간,10.0,31.5,21.0,61.7,89.63,184.2,52.82,0
Line-2,야간,1.0,41.0,24.7,35.3,95.89,196.68,46.37,0
Line-2,야간,6.0,37.5,18.7,72.9,99.96,194.92,57.28,0
Line-1,야간,6.0,28.2,23.6,59.5,93.81,188.51,45.82,0
Line-2,주간,14.0,41.8,24.5,53.3,106.17,212.27,51.75,0
Line-3,주간,1.0,34.3,25.0,51.1,111.01,172.89,56.23,0
Line-3,주간,12.0,34.7,26.8,51.4,104.9,220.83,52.84,0
Line-1,야간,5.0,39.5,25.9,52.6,99.03,231.24,38.59,0
Line-3,주간,12.0,35.8,27.5,53.4,100.48,176.1,60.29,0
Line-3,주간,13.0,35.5,24.1,43.8,89.26,195.06,48.58,0
Line-1,주간,12.0,30.8,21.2,61.4,88.32,226.56,52.45,0
Line-1,야간,14.0,29.0,23.5,61.3,114.32,173.69,53.44,0
Line-3,야간,6.0,23.6,26.6,39.4,106.43,179.33,54.99,0
Line-1,주간,0.0,28.4,26.9,54.2,109.02,162.41,53.27,0
Line-1,주간,15.0,29.9,19.2,32.4,81.26,232.58,51.75,0
Line-2,주간,6.0,24.9,26.5,58.1,103.73,224.23,56.68,0
Line-3,주간,12.0,35.0,24.9,54.3,98.2,217.14,42.38,0
Line-3,주간,0.0,29.3,28.0,43.3,102.25,204.11,49.05,0
Line-1,주간,7.0,33.8,27.3,58.9,93.59,221.07,43.95,0
Line-2,야간,3.0,27.8,25.1,45.2,115.85,223.13,47.01,0
Line-1,야간,0.0,27.7,28.4,59.4,106.91,169.3,45.8,0
Line-3,야간,14.0,29.9,26.2,49.3,109.65,182.79,43.77,0
Line-2,주간,9.0,35.9,29.1,53.2,99.11,220.16,63.33,0
Line-3,야간,9.0,29.7,26.4,38.5,109.1,183.26,45.71,0
Line-1,주간,,32.3,32.1,57.1,117.09,214.05,48.65,0
Line-2,야간,2.0,23.7,17.4,49.6,104.17,226.23,53.72,0
Line-2,주간,0.0,28.3,25.8,31.2,89.49,227.64,53.93,0
Line-3,야간,10.0,28.8,25.2,31.3,102.94,185.94,51.07,0
Line-2,야간,3.0,25.0,22.5,35.7,97.04,216.77,50.42,0
Line-2,야간,15.0,29.9,28.4,57.8,107.09,187.68,44.25,0
Line-3,야간,5.0,31.9,26.4,56.6,92.95,208.18,44.73,0
Line-2,야간,4.0,,22.1,36.9,111.65,185.91,50.19,0
Line-3,주간,15.0,28.4,21.8,38.0,98.23,230.47,51.54,0
Line-1,주간,1.0,23.5,25.7,35.5,104.63,191.3,48.01,0
Line-3,야간,3.0,18.7,26.2,51.8,98.04,203.24,49.57,0
Line-3,야간,3.0,29.6,22.8,40.5,100.33,178.2,45.06,0
Line-2,주간,14.0,28.3,23.6,55.0,103.73,231.87,50.15,0
Line-3,주간,0.0,34.0,25.1,50.8,93.37,201.92,40.41,0
Line-3,야간,3.0,35.8,26.3,58.6,98.46,213.95,53.71,0
Line-2,주간,1.0,33.5,24.2,65.0,113.65,227.24,55.87,0
Line-2,야간,12.0,27.6,21.7,52.4,105.72,194.04,46.1,0
Line-3,주간,9.0,33.9,25.7,48.1,103.09,191.49,57.3,0
Line-3,야간,8.0,23.5,26.4,42.7,91.98,187.91,50.46,0
Line-1,주간,8.0,31.9,24.5,59.1,89.71,220.68,39.85,0
Line-3,주간,15.0,32.7,29.3,46.9,112.5,190.94,55.08,0
Line-2,야간,15.0,35.4,25.8,51.9,107.48,212.14,56.93,0
Line-3,야간,5.0,31.9,23.2,47.1,89.49,188.3,61.15,0
Line-1,야간,12.0,34.2,24.5,55.2,92.98,163.45,49.86,0
Line-2,주간,1.0,28.0,23.4,48.8,111.71,190.16,53.84,0
Line-1,야간,10.0,30.0,25.0,33.8,106.9,253.62,54.74,0
Line-2,주간,13.0,33.4,24.1,42.2,105.55,185.05,43.07,0
Line-3,야간,9.0,31.9,23.2,23.8,101.17,217.84,50.29,0
Line-2,주간,9.0,25.2,23.6,47.5,95.07,176.24,39.92,0
Line-2,야간,0.0,32.6,21.6,51.6,87.02,192.32,53.6,0
Line-2,야간,7.0,31.6,27.0,41.1,107.49,190.28,42.21,0
Line-1,주간,10.0,38.8,26.9,49.0,85.33,234.84,59.78,0
Line-2,야간,9.0,31.1,21.1,44.7,89.66,215.22,53.62,0
Line-3,야간,9.0,30.7,26.4,51.9,108.33,220.89,53.11,0
Line-1,주간,7.0,22.2,28.1,51.1,111.2,250.6,51.05,0
Line-3,주간,5.0,29.8,27.0,35.7,86.31,202.01,43.99,0
Line-3,주간,2.0,27.6,27.0,44.6,98.27,223.97,52.1,0
Line-3,주간,0.0,26.7,22.4,71.8,123.14,178.88,58.34,0
Line-2,주간,15.0,27.8,20.7,58.0,106.51,192.37,61.36,0
Line-3,주간,11.0,30.7,24.9,47.0,96.54,200.39,44.53,0
Line-3,야간,4.0,27.7,30.9,46.0,100.95,193.02,50.66,0
Line-3,야간,9.0,29.6,27.8,61.2,97.95,228.31,48.57,0
Line-2,주간,14.0,23.1,26.5,48.1,102.38,204.0,53.82,0
Line-2,야간,9.0,29.2,17.3,53.5,91.62,193.8,50.73,0
Line-2,야간,2.0,26.2,28.0,73.0,99.95,210.66,44.67,0
Line-1,야간,3.0,43.1,25.2,50.0,95.41,230.68,50.7,0
Line-2,주간,7.0,25.3,22.5,63.2,90.74,175.85,53.59,0
Line-1,야간,,38.3,21.2,47.0,106.82,194.76,52.74,0
Line-3,야간,15.0,40.3,26.9,44.5,101.99,210.39,40.77,0
Line-2,야간,4.0,28.6,28.3,53.7,104.95,183.95,44.76,0
Line-2,야간,5.0,36.9,25.0,54.5,111.74,232.91,47.27,0
Line-3,주간,13.0,30.5,23.2,53.2,95.41,213.56,52.52,0
Line-1,야간,0.0,26.9,27.7,59.3,103.19,229.0,46.06,0
Line-3,주간,5.0,36.1,27.7,49.8,109.2,203.35,48.81,0
Line-2,주간,,40.5,21.6,41.5,90.63,192.37,50.05,0
Line-3,주간,0.0,33.1,22.2,29.9,78.79,209.23,55.48,0
Line-2,주간,1.0,29.7,24.9,56.2,97.17,186.47,51.58,0
Line-1,주간,5.0,29.9,23.2,39.3,91.93,195.44,53.62,0
Line-1,야간,11.0,19.4,26.4,36.5,89.49,218.83,51.02,0
Line-2,주간,0.0,27.4,24.0,40.0,95.84,185.9,45.02,0
Line-1,야간,10.0,23.8,18.7,60.4,105.07,174.44,56.82,0
Line-1,야간,10.0,26.8,20.7,46.7,109.12,216.1,52.42,0
Line-2,야간,14.0,25.3,28.0,54.4,110.97,209.1,44.96,0
Line-3,야간,10.0,32.1,23.9,32.3,89.04,200.26,40.56,0
Line-1,야간,3.0,38.1,25.0,55.0,94.02,174.84,55.08,0
Line-3,주간,12.0,17.2,22.8,37.9,112.64,192.37,43.94,0
Line-2,주간,0.0,30.3,29.8,51.9,102.57,179.8,48.48,0
Line-3,야간,3.0,25.3,29.6,46.6,102.27,210.27,37.58,0
Line-2,야간,3.0,25.3,34.5,50.6,84.2,199.14,51.43,0
Line-3,야간,14.0,31.9,28.3,58.1,96.9,163.44,50.26,0
Line-3,야간,0.0,26.3,26.7,44.0,100.65,223.87,48.28,0
Line-2,주간,8.0,26.9,25.9,51.9,89.53,172.47,49.06,0
Line-2,야간,3.0,23.8,23.1,49.4,79.02,222.98,47.81,0
Line-1,야간,1.0,29.1,21.3,20.3,111.16,217.07,47.56,0
Line-2,주간,5.0,30.4,28.3,48.4,92.86,170.08,46.62,0
Line-1,야간,0.0,24.7,27.3,57.7,97.18,186.36,52.23,0
Line-1,야간,5.0,23.0,22.2,50.0,97.09,216.49,52.31,0
Line-1,야간,2.0,25.6,24.1,47.7,114.19,208.26,41.35,0
Line-3,야간,11.0,31.2,21.4,59.4,100.58,170.98,53.29,0
Line-1,야간,5.0,31.8,27.5,59.3,96.26,230.4,45.1,0
Line-3,야간,5.0,34.3,21.3,60.0,108.48,182.98,52.46,0
Line-2,주간,6.0,28.0,30.1,42.7,104.17,189.12,48.46,0
Line-3,주간,7.0,18.4,28.2,53.9,107.63,210.8,52.7,0
Line-3,야간,9.0,24.0,25.8,57.5,110.45,209.08,47.63,0
Line-1,주간,10.0,27.5,27.6,46.3,108.79,184.48,49.47,0
Line-2,야간,5.0,24.9,23.0,61.4,96.51,204.6,46.11,0
Line-3,주간,11.0,26.3,26.0,31.2,94.31,243.44,38.22,0
Line-3,주간,10.0,31.8,19.1,48.7,98.44,197.42,63.25,0
Line-1,야간,2.0,28.7,31.3,20.7,93.91,180.08,51.3,0
Line-2,야간,3.0,31.2,26.6,49.6,89.18,226.31,46.76,0
Line-2,야간,1.0,28.1,18.0,41.1,101.24,238.12,46.24,0
Line-3,야간,7.0,32.5,23.4,54.4,111.49,195.52,45.67,0
Line-2,주간,13.0,39.9,28.5,36.2,80.43,226.2,49.06,0
Line-3,주간,1.0,35.8,24.5,50.9,89.49,215.53,52.43,0
Line-1,주간,13.0,30.4,28.3,48.1,91.52,196.88,53.25,0
Line-2,주간,12.0,32.3,26.1,63.3,106.15,213.25,45.88,0
Line-1,주간,10.0,29.0,23.5,47.0,106.67,176.52,53.53,0
Line-3,야간,1.0,43.1,19.9,60.1,86.01,205.5,46.95,0
Line-3,야간,2.0,24.5,23.3,58.7,96.32,188.85,54.93,0
Line-3,야간,3.0,28.0,22.2,54.5,103.94,202.66,45.53,0
Line-3,주간,5.0,27.7,26.6,55.1,96.33,191.7,44.08,0
Line-1,야간,2.0,26.8,25.4,48.9,104.03,166.22,44.67,0
Line-3,야간,6.0,30.1,27.3,52.9,90.73,182.88,61.01,0
Line-1,야간,9.0,23.6,23.0,44.5,93.79,199.01,48.63,0
Line-1,야간,9.0,28.8,25.1,59.9,89.53,200.83,39.97,0
Line-2,주간,1.0,36.9,21.6,38.4,102.27,163.83,59.74,0
Line-1,야간,9.0,33.4,26.0,63.5,99.28,183.89,53.05,0
Line-3,주간,13.0,32.4,21.5,57.8,101.7,172.86,49.23,0
Line-1,주간,6.0,32.4,26.7,49.7,89.49,197.63,52.19,0
Line-2,야간,11.0,24.1,23.8,61.8,99.95,203.44,53.41,0
Line-2,야간,1.0,26.6,23.2,54.1,106.55,210.95,47.29,0
Line-2,야간,0.0,28.0,24.6,34.9,91.72,158.2,57.87,0
Line-1,주간,,34.4,28.4,47.1,104.48,203.24,44.73,0
Line-2,야간,11.0,29.8,30.8,44.4,97.75,215.6,48.52,0
Line-2,주간,9.0,,28.0,55.1,86.38,188.05,45.77,0
Line-2,야간,1.0,28.9,29.0,56.0,115.16,189.93,51.57,0
Line-1,주간,1.0,27.5,26.4,38.7,115.1,189.41,53.27,0
Line-1,야간,15.0,17.2,26.4,50.0,102.58,244.29,43.14,0
Line-1,주간,10.0,26.3,29.7,45.0,87.42,195.85,44.29,0
Line-2,야간,3.0,34.6,24.0,49.7,103.88,209.97,60.78,0
Line-3,주간,15.0,35.1,23.0,68.1,105.83,217.6,55.23,0
Line-1,주간,13.0,30.3,25.3,52.3,103.8,205.63,52.01,0
Line-2,야간,,,27.5,47.3,89.25,203.81,44.48,0
Line-1,야간,15.0,31.5,27.5,29.2,99.64,205.03,52.48,0
Line-1,주간,6.0,33.9,24.5,51.1,103.4,189.47,45.79,0
Line-2,야간,5.0,34.3,24.1,41.8,87.8,213.96,44.76,0
Line-3,주간,11.0,33.1,24.8,37.6,104.11,220.29,47.15,0
Line-1,주간,8.0,37.6,26.3,46.5,95.96,209.18,50.31,0
Line-3,야간,12.0,24.6,21.1,50.5,97.85,185.25,51.25,0
Line-3,야간,0.0,32.1,23.2,46.4,89.65,187.29,52.75,0
Line-2,주간,5.0,31.5,30.0,41.1,108.45,178.97,40.57,0
Line-3,야간,1.0,27.1,24.4,62.5,96.96,205.56,47.29,0
Line-1,주간,2.0,31.5,25.8,56.6,113.33,152.15,51.12,0
