tenure_months,contract_type,payment_method,internet_service,monthly_charge,total_charges,data_usage_gb,support_calls,addon_services,churn
54.0,무약정,자동이체,미사용,116192.0,5159255.0,240.0,4.0,4.0,1
62.0,2년,신용카드,기가,84266.0,5181810.0,288.0,8.0,1.0,0
25.0,무약정,자동이체,광랜,68391.0,1568777.0,106.0,7.0,0.0,1
58.0,2년,지류,기가,140340.0,8441086.0,55.0,8.0,5.0,1
63.0,1년,신용카드,미사용,124734.0,8808809.0,129.0,3.0,1.0,0
71.0,2년,자동이체,미사용,88214.0,5044476.0,444.0,8.0,0.0,0
29.0,2년,지류,광랜,58744.0,1567594.0,339.0,4.0,3.0,0
57.0,무약정,신용카드,기가,107139.0,6507983.0,346.0,8.0,2.0,1
5.0,1년,신용카드,미사용,62722.0,371286.0,360.0,5.0,0.0,1
39.0,1년,자동이체,광랜,25334.0,890787.0,381.0,4.0,5.0,0
17.0,2년,지류,광랜,117909.0,1867683.0,225.0,4.0,2.0,1
23.0,무약정,자동이체,미사용,74470.0,1948227.0,272.0,8.0,4.0,1
21.0,1년,지류,광랜,134520.0,2847520.0,17.0,7.0,4.0,1
6.0,2년,지류,기가,53759.0,327151.0,431.0,4.0,4.0,1
51.0,,지류,광랜,119461.0,,485.0,7.0,3.0,1
65.0,2년,신용카드,기가,48047.0,3310476.0,312.0,1.0,2.0,0
17.0,1년,자동이체,기가,132410.0,2532092.0,433.0,6.0,5.0,1
72.0,,자동이체,광랜,49105.0,4055601.0,40.0,7.0,5.0,0
3.0,1년,신용카드,미사용,122745.0,381092.0,152.0,0.0,1.0,1
44.0,2년,신용카드,광랜,102090.0,5006372.0,261.0,5.0,4.0,0
58.0,2년,자동이체,광랜,100012.0,6875244.0,122.0,6.0,2.0,0
32.0,1년,자동이체,미사용,138764.0,4524586.0,74.0,7.0,1.0,1
19.0,,신용카드,기가,88016.0,1849288.0,403.0,6.0,4.0,1
71.0,1년,신용카드,미사용,111659.0,9507471.0,60.0,8.0,3.0,1
29.0,2년,지류,광랜,24038.0,690214.0,326.0,5.0,4.0,0
71.0,무약정,자동이체,미사용,91095.0,5223001.0,477.0,7.0,1.0,1
55.0,무약정,신용카드,기가,98956.0,5977222.0,485.0,,1.0,1
4.0,무약정,자동이체,기가,27361.0,90312.0,228.0,8.0,0.0,1
15.0,1년,신용카드,광랜,92196.0,1213008.0,233.0,5.0,3.0,1
,2년,지류,미사용,123385.0,7887834.0,321.0,7.0,4.0,1
72.0,2년,지류,기가,80364.0,6839466.0,355.0,2.0,5.0,0
4.0,2년,신용카드,미사용,21394.0,101559.0,188.0,7.0,0.0,1
28.0,1년,자동이체,광랜,84778.0,2369519.0,442.0,9.0,4.0,1
46.0,1년,지류,미사용,107575.0,,339.0,9.0,0.0,1
46.0,2년,지류,광랜,116985.0,4987448.0,107.0,8.0,0.0,1
44.0,무약정,자동이체,광랜,135863.0,5549272.0,304.0,0.0,4.0,1
61.0,2년,지류,기가,145718.0,9271926.0,394.0,,3.0,0
13.0,무약정,자동이체,광랜,140175.0,1835461.0,451.0,9.0,5.0,1
48.0,2년,지류,기가,117869.0,6259599.0,,7.0,1.0,1
7.0,무약정,신용카드,기가,39113.0,221726.0,397.0,3.0,3.0,1
67.0,1년,신용카드,미사용,118573.0,8720475.0,161.0,7.0,4.0,1
19.0,무약정,신용카드,미사용,52178.0,1160712.0,135.0,4.0,1.0,1
28.0,2년,지류,미사용,111519.0,3087806.0,327.0,6.0,0.0,1
21.0,2년,자동이체,기가,73701.0,1330317.0,333.0,3.0,5.0,0
26.0,2년,신용카드,기가,87899.0,2043661.0,431.0,7.0,4.0,1
59.0,2년,지류,광랜,116732.0,8057630.0,72.0,8.0,2.0,1
70.0,2년,자동이체,기가,144822.0,11939061.0,284.0,3.0,1.0,0
50.0,2년,지류,기가,22806.0,1354037.0,351.0,2.0,5.0,0
31.0,2년,지류,광랜,33853.0,1120718.0,,5.0,0.0,1
25.0,2년,신용카드,광랜,,1955299.0,486.0,3.0,1.0,0
13.0,2년,신용카드,기가,78246.0,1088132.0,82.0,2.0,4.0,1
43.0,,자동이체,광랜,46481.0,2110593.0,60.0,5.0,5.0,0
47.0,무약정,자동이체,광랜,128758.0,5835561.0,444.0,8.0,,1
71.0,,자동이체,광랜,62529.0,5227637.0,215.0,9.0,2.0,1
19.0,2년,자동이체,미사용,88488.0,1904722.0,405.0,2.0,2.0,1
49.0,2년,지류,광랜,32487.0,1503464.0,303.0,3.0,1.0,0
,2년,지류,광랜,75291.0,1580642.0,456.0,7.0,3.0,1
49.0,무약정,지류,광랜,144659.0,7630968.0,162.0,8.0,5.0,1
18.0,무약정,자동이체,광랜,147141.0,2366113.0,217.0,0.0,5.0,1
69.0,2년,지류,기가,143932.0,10576743.0,360.0,10.0,4.0,1
15.0,무약정,지류,기가,95293.0,1157459.0,381.0,10.0,5.0,1
13.0,무약정,지류,미사용,130238.0,1544960.0,188.0,1.0,1.0,1
49.0,2년,지류,미사용,104598.0,6058674.0,252.0,2.0,3.0,0
61.0,1년,지류,광랜,53890.0,3907809.0,353.0,9.0,5.0,0
57.0,1년,지류,광랜,105116.0,5257129.0,,8.0,3.0,1
43.0,무약정,자동이체,미사용,77494.0,3375763.0,51.0,5.0,3.0,1
40.0,무약정,신용카드,,,1531957.0,170.0,,3.0,1
37.0,무약정,자동이체,광랜,146554.0,4643174.0,49.0,9.0,3.0,1
7.0,1년,신용카드,광랜,127485.0,715692.0,415.0,10.0,2.0,1
27.0,1년,신용카드,기가,80458.0,1910834.0,44.0,2.0,4.0,1
3.0,2년,지류,광랜,20008.0,66078.0,214.0,8.0,3.0,1
13.0,1년,지류,광랜,85584.0,1320792.0,498.0,0.0,4.0,1
60.0,무약정,지류,광랜,33755.0,2018658.0,478.0,4.0,4.0,0
26.0,무약정,신용카드,광랜,137145.0,3949190.0,487.0,3.0,2.0,1
5.0,무약정,신용카드,미사용,118549.0,675905.0,498.0,7.0,1.0,1
24.0,1년,자동이체,기가,30236.0,626634.0,,1.0,0.0,0
9.0,2년,지류,광랜,87671.0,663085.0,230.0,6.0,1.0,1
7.0,1년,신용카드,광랜,96055.0,551152.0,,0.0,5.0,1
7.0,무약정,자동이체,광랜,82768.0,688979.0,477.0,3.0,3.0,1
51.0,2년,지류,미사용,137392.0,,226.0,5.0,5.0,1
41.0,무약정,자동이체,기가,125915.0,,152.0,2.0,2.0,1
,1년,자동이체,미사용,81424.0,2631670.0,430.0,7.0,2.0,1
25.0,1년,지류,미사용,108065.0,2348451.0,376.0,8.0,4.0,1
60.0,1년,지류,기가,87444.0,5790567.0,384.0,3.0,0.0,0
20.0,무약정,자동이체,광랜,45661.0,902123.0,35.0,0.0,0.0,1
5.0,무약정,자동이체,광랜,54512.0,317297.0,435.0,3.0,3.0,1
70.0,1년,자동이체,미사용,75859.0,4316761.0,21.0,1.0,3.0,0
62.0,2년,신용카드,미사용,141947.0,9073625.0,189.0,2.0,2.0,0
3.0,1년,지류,기가,128851.0,370505.0,219.0,8.0,4.0,1
64.0,무약정,자동이체,광랜,34827.0,2393710.0,247.0,1.0,0.0,0
25.0,무약정,지류,미사용,128387.0,2936302.0,403.0,2.0,1.0,1
70.0,무약정,지류,광랜,38953.0,2438330.0,230.0,8.0,2.0,1
38.0,무약정,지류,기가,117062.0,4876175.0,465.0,5.0,4.0,1
52.0,2년,자동이체,광랜,33673.0,1465836.0,57.0,0.0,1.0,0
53.0,2년,자동이체,,111029.0,6660738.0,72.0,9.0,3.0,0
23.0,2년,신용카드,광랜,60856.0,1188441.0,198.0,2.0,1.0,0
61.0,무약정,지류,미사용,102517.0,7081724.0,379.0,3.0,5.0,1
36.0,무약정,지류,미사용,109027.0,4203431.0,500.0,9.0,2.0,1
32.0,무약정,자동이체,미사용,99085.0,2718073.0,125.0,10.0,2.0,1
15.0,1년,지류,광랜,124964.0,1982440.0,295.0,5.0,0.0,1
20.0,2년,자동이체,미사용,42196.0,994639.0,202.0,6.0,3.0,0
23.0,2년,자동이체,기가,106601.0,2782016.0,396.0,6.0,3.0,1
49.0,무약정,신용카드,기가,140285.0,,31.0,7.0,,1
59.0,무약정,지류,미사용,45227.0,2661296.0,324.0,8.0,4.0,1
68.0,,자동이체,기가,70443.0,5258911.0,350.0,2.0,0.0,0
25.0,1년,지류,미사용,81407.0,1895788.0,466.0,1.0,0.0,1
62.0,무약정,자동이체,기가,85829.0,6094386.0,118.0,2.0,3.0,1
44.0,2년,신용카드,기가,145405.0,7058542.0,253.0,7.0,0.0,1
37.0,2년,지류,기가,115151.0,4787959.0,424.0,0.0,5.0,0
9.0,1년,자동이체,광랜,40211.0,,291.0,7.0,4.0,1
56.0,1년,신용카드,광랜,31335.0,1854346.0,253.0,7.0,4.0,0
37.0,2년,신용카드,광랜,102148.0,3641184.0,134.0,4.0,1.0,0
23.0,2년,자동이체,광랜,117656.0,2393026.0,335.0,1.0,1.0,0
50.0,2년,지류,미사용,66955.0,3178095.0,476.0,9.0,4.0,0
72.0,2년,자동이체,광랜,65366.0,4734411.0,217.0,7.0,2.0,0
12.0,2년,신용카드,미사용,76961.0,843652.0,99.0,0.0,4.0,0
40.0,무약정,지류,기가,78995.0,3372467.0,366.0,9.0,5.0,1
,1년,지류,광랜,123686.0,1529411.0,119.0,1.0,1.0,1
58.0,2년,신용카드,광랜,21971.0,1505820.0,100.0,8.0,3.0,0
19.0,2년,지류,기가,95454.0,1598958.0,475.0,5.0,3.0,1
15.0,2년,신용카드,미사용,121573.0,1473229.0,404.0,9.0,2.0,1
2.0,2년,자동이체,미사용,90441.0,171976.0,135.0,1.0,5.0,1
66.0,1년,신용카드,미사용,57525.0,4553125.0,227.0,5.0,0.0,0
65.0,무약정,지류,광랜,56512.0,4103452.0,279.0,4.0,4.0,1
68.0,2년,신용카드,기가,135905.0,10136319.0,263.0,1.0,1.0,0
3.0,2년,자동이체,미사용,134448.0,343579.0,275.0,3.0,1.0,1
20.0,2년,신용카드,미사용,68008.0,1516641.0,498.0,2.0,4.0,0
9.0,무약정,지류,기가,104265.0,946088.0,38.0,9.0,1.0,1
63.0,1년,지류,미사용,80710.0,4407792.0,326.0,8.0,2.0,1
15.0,2년,신용카드,광랜,132433.0,1689333.0,390.0,0.0,2.0,1
19.0,2년,자동이체,기가,64725.0,1004462.0,47.0,9.0,2.0,1
37.0,2년,자동이체,기가,81592.0,2432216.0,46.0,6.0,0.0,0
67.0,무약정,신용카드,미사용,47403.0,3691727.0,383.0,5.0,2.0,1
23.0,무약정,신용카드,미사용,144008.0,2692906.0,178.0,,2.0,1
72.0,1년,지류,미사용,95530.0,7060790.0,116.0,10.0,1.0,1
55.0,2년,신용카드,미사용,134143.0,6558732.0,289.0,2.0,5.0,0
43.0,무약정,지류,광랜,63316.0,,171.0,0.0,2.0,1
25.0,무약정,자동이체,광랜,81905.0,2055522.0,217.0,3.0,5.0,1
40.0,무약정,자동이체,기가,85584.0,2767386.0,,5.0,0.0,1
68.0,무약정,지류,광랜,79161.0,6189454.0,361.0,2.0,0.0,1
34.0,무약정,지류,미사용,53293.0,1891225.0,295.0,7.0,1.0,1
59.0,2년,지류,미사용,89054.0,4985991.0,412.0,8.0,1.0,1
72.0,1년,신용카드,광랜,113274.0,8514899.0,183.0,8.0,3.0,0
64.0,2년,신용카드,기가,133468.0,8356356.0,342.0,6.0,4.0,0
56.0,2년,자동이체,미사용,87630.0,5447273.0,11.0,9.0,4.0,0
26.0,1년,자동이체,미사용,73360.0,1982918.0,358.0,7.0,2.0,1
37.0,2년,자동이체,광랜,37491.0,1145422.0,363.0,1.0,,0
,1년,신용카드,기가,59161.0,2726423.0,246.0,,2.0,1
61.0,1년,지류,미사용,65954.0,4588500.0,161.0,3.0,0.0,0
7.0,2년,자동이체,미사용,73520.0,547020.0,333.0,7.0,5.0,1
55.0,2년,자동이체,기가,23717.0,1286504.0,100.0,,2.0,0
54.0,1년,지류,광랜,140229.0,7536256.0,430.0,1.0,2.0,1
55.0,2년,지류,기가,105932.0,4724408.0,360.0,2.0,4.0,0
41.0,1년,자동이체,미사용,66080.0,2986806.0,265.0,3.0,3.0,0
27.0,2년,지류,미사용,49089.0,1064102.0,193.0,7.0,4.0,0
26.0,1년,지류,광랜,114803.0,2975595.0,422.0,8.0,5.0,1
56.0,2년,지류,광랜,,5932990.0,415.0,0.0,0.0,0
14.0,1년,지류,미사용,132918.0,2129560.0,243.0,,1.0,1
56.0,1년,자동이체,광랜,116577.0,6235134.0,163.0,0.0,3.0,0
30.0,무약정,지류,기가,91438.0,2742377.0,249.0,,0.0,1
69.0,2년,자동이체,,107017.0,8158352.0,75.0,4.0,0.0,0
49.0,2년,자동이체,기가,23049.0,1098704.0,94.0,1.0,5.0,0
5.0,무약정,지류,기가,,405689.0,456.0,8.0,0.0,1
7.0,1년,지류,미사용,123927.0,829995.0,436.0,3.0,4.0,1
27.0,2년,자동이체,광랜,75347.0,1756589.0,202.0,9.0,1.0,1
37.0,1년,신용카드,,60588.0,2362346.0,357.0,5.0,2.0,1
59.0,2년,신용카드,기가,32142.0,1671639.0,213.0,8.0,4.0,0
2.0,1년,신용카드,광랜,124692.0,256803.0,403.0,9.0,2.0,1
54.0,2년,자동이체,기가,90374.0,,471.0,1.0,5.0,0
25.0,무약정,신용카드,기가,26877.0,691508.0,73.0,5.0,4.0,1
21.0,2년,신용카드,광랜,46032.0,831162.0,80.0,5.0,5.0,0
2.0,무약정,자동이체,미사용,57320.0,94146.0,451.0,7.0,0.0,1
60.0,무약정,신용카드,기가,139367.0,8691069.0,486.0,6.0,1.0,1
50.0,2년,자동이체,미사용,133767.0,6479017.0,317.0,4.0,2.0,0
18.0,무약정,신용카드,광랜,103401.0,2126780.0,291.0,1.0,3.0,1
7.0,2년,자동이체,미사용,116296.0,911030.0,276.0,4.0,4.0,1
63.0,2년,지류,광랜,103450.0,6982241.0,410.0,4.0,4.0,0
51.0,무약정,자동이체,광랜,75636.0,3564065.0,31.0,10.0,3.0,1
59.0,무약정,자동이체,미사용,130261.0,8183714.0,16.0,0.0,5.0,1
29.0,무약정,신용카드,미사용,148052.0,5028711.0,131.0,8.0,5.0,1
55.0,1년,지류,미사용,119101.0,,66.0,4.0,4.0,1
15.0,2년,자동이체,미사용,48989.0,827595.0,75.0,6.0,0.0,0
55.0,무약정,지류,기가,89741.0,4791112.0,218.0,8.0,4.0,1
33.0,2년,지류,광랜,88527.0,3021245.0,497.0,6.0,2.0,1
9.0,무약정,자동이체,미사용,143652.0,1396608.0,319.0,1.0,0.0,1
66.0,2년,지류,광랜,109259.0,8147871.0,179.0,10.0,4.0,1
11.0,무약정,자동이체,광랜,129692.0,1681485.0,104.0,1.0,3.0,1
19.0,2년,신용카드,,132419.0,2954974.0,,0.0,,1
49.0,무약정,지류,,75583.0,3447795.0,154.0,1.0,0.0,1
9.0,1년,지류,미사용,29910.0,292520.0,131.0,0.0,1.0,0
14.0,2년,신용카드,광랜,148814.0,2273858.0,467.0,4.0,1.0,1
2.0,2년,,미사용,56623.0,131336.0,331.0,3.0,5.0,1
7.0,무약정,자동이체,미사용,46073.0,264899.0,246.0,2.0,1.0,1
17.0,2년,지류,광랜,29216.0,440552.0,297.0,6.0,0.0,0
52.0,1년,지류,광랜,65488.0,3924617.0,448.0,7.0,,0
58.0,1년,신용카드,광랜,24305.0,1265215.0,412.0,1.0,1.0,0
46.0,무약정,신용카드,광랜,133658.0,6358138.0,482.0,5.0,5.0,1
2.0,1년,신용카드,광랜,136568.0,321518.0,,2.0,2.0,1
50.0,무약정,신용카드,광랜,130116.0,6196242.0,234.0,8.0,2.0,1
6.0,1년,지류,기가,100357.0,498498.0,141.0,6.0,4.0,1
46.0,무약정,신용카드,기가,116762.0,4850581.0,358.0,5.0,4.0,1
46.0,2년,지류,미사용,47750.0,1848516.0,214.0,8.0,2.0,0
15.0,2년,자동이체,기가,134335.0,1677865.0,212.0,4.0,4.0,1
37.0,2년,신용카드,미사용,146402.0,,362.0,3.0,3.0,0
68.0,2년,지류,미사용,126493.0,7889677.0,148.0,5.0,1.0,0
55.0,무약정,지류,광랜,102390.0,6289580.0,344.0,0.0,2.0,1
49.0,2년,지류,기가,105491.0,5040304.0,38.0,8.0,1.0,1
36.0,2년,자동이체,광랜,138355.0,5480885.0,301.0,5.0,1.0,1
71.0,2년,자동이체,광랜,139873.0,8173279.0,167.0,9.0,5.0,0
33.0,1년,지류,미사용,87672.0,3124086.0,60.0,9.0,3.0,1
,1년,,미사용,29404.0,1425110.0,405.0,3.0,0.0,0
47.0,2년,자동이체,광랜,91028.0,4771388.0,444.0,1.0,3.0,0
4.0,2년,지류,광랜,64926.0,220662.0,96.0,8.0,2.0,1
18.0,2년,지류,미사용,104355.0,2083769.0,461.0,,0.0,1
70.0,1년,신용카드,미사용,115796.0,,164.0,7.0,4.0,0
42.0,2년,지류,광랜,89021.0,3590965.0,136.0,7.0,4.0,0
4.0,2년,지류,광랜,91064.0,393899.0,363.0,1.0,1.0,1
54.0,2년,자동이체,미사용,60443.0,3091837.0,306.0,8.0,5.0,0
2.0,무약정,지류,미사용,90814.0,190073.0,362.0,0.0,5.0,1
65.0,2년,신용카드,미사용,110747.0,7344813.0,208.0,6.0,1.0,0
70.0,1년,자동이체,미사용,120063.0,8087028.0,102.0,9.0,5.0,0
37.0,2년,자동이체,미사용,93893.0,2873743.0,160.0,3.0,1.0,0
68.0,무약정,자동이체,광랜,99036.0,5487975.0,419.0,6.0,,1
30.0,1년,지류,광랜,137777.0,4895727.0,327.0,10.0,0.0,1
4.0,1년,지류,미사용,122155.0,458775.0,500.0,1.0,5.0,1
9.0,1년,지류,기가,107415.0,1086746.0,96.0,7.0,1.0,1
32.0,2년,지류,광랜,60667.0,1803672.0,186.0,1.0,3.0,0
63.0,1년,신용카드,미사용,,1760558.0,301.0,8.0,2.0,0
54.0,1년,신용카드,기가,145906.0,8883950.0,102.0,7.0,1.0,1
20.0,무약정,신용카드,광랜,30593.0,519585.0,20.0,2.0,1.0,1
50.0,무약정,,미사용,74167.0,3768171.0,134.0,4.0,4.0,1
16.0,무약정,자동이체,광랜,37991.0,652675.0,34.0,6.0,1.0,1
12.0,무약정,자동이체,미사용,65245.0,934939.0,65.0,3.0,1.0,1
36.0,2년,지류,미사용,71956.0,2308388.0,264.0,9.0,4.0,0
25.0,무약정,자동이체,광랜,86943.0,1866267.0,467.0,3.0,3.0,1
25.0,,자동이체,기가,127348.0,2594059.0,423.0,0.0,0.0,1
50.0,2년,신용카드,기가,36262.0,1763757.0,488.0,7.0,0.0,0
1.0,1년,자동이체,광랜,70570.0,56904.0,496.0,6.0,5.0,1
3.0,무약정,,미사용,,274888.0,316.0,0.0,4.0,1
27.0,1년,지류,광랜,,1623337.0,301.0,1.0,2.0,1
7.0,2년,신용카드,미사용,119194.0,682554.0,162.0,5.0,5.0,1
55.0,1년,신용카드,광랜,61061.0,3760118.0,288.0,3.0,4.0,0
6.0,무약정,지류,기가,124124.0,613345.0,484.0,6.0,0.0,1
50.0,1년,자동이체,미사용,132780.0,5395318.0,468.0,,2.0,1
2.0,2년,지류,광랜,39834.0,69155.0,448.0,1.0,,1
,,지류,미사용,,2913116.0,203.0,8.0,3.0,1
17.0,2년,,광랜,105876.0,1922441.0,378.0,2.0,1.0,1
43.0,무약정,자동이체,광랜,114544.0,5677699.0,181.0,9.0,1.0,1
59.0,2년,신용카드,기가,79920.0,5564270.0,206.0,6.0,3.0,0
22.0,2년,자동이체,기가,112514.0,2249790.0,196.0,5.0,2.0,1
9.0,2년,지류,광랜,139461.0,1078442.0,,5.0,1.0,1
25.0,1년,신용카드,광랜,30811.0,688143.0,408.0,8.0,1.0,1
62.0,1년,지류,미사용,,5799216.0,53.0,3.0,3.0,0
22.0,1년,자동이체,광랜,148969.0,2776166.0,314.0,4.0,1.0,1
71.0,2년,자동이체,기가,107968.0,8024242.0,455.0,5.0,3.0,0
18.0,1년,신용카드,광랜,43584.0,740439.0,314.0,9.0,3.0,1
29.0,2년,자동이체,기가,22192.0,533049.0,289.0,9.0,4.0,0
66.0,무약정,지류,미사용,72659.0,4654439.0,86.0,9.0,0.0,1
44.0,2년,신용카드,기가,136358.0,6837756.0,105.0,6.0,0.0,1
52.0,2년,신용카드,기가,95752.0,5025607.0,232.0,3.0,4.0,0
60.0,2년,지류,광랜,47106.0,2521194.0,446.0,10.0,2.0,0
52.0,1년,자동이체,기가,148629.0,8600366.0,170.0,8.0,5.0,1
12.0,무약정,지류,미사용,118000.0,1459639.0,406.0,7.0,3.0,1
50.0,,신용카드,미사용,46257.0,2115399.0,25.0,8.0,5.0,0
10.0,무약정,자동이체,기가,76619.0,888794.0,373.0,0.0,0.0,1
16.0,,신용카드,기가,148477.0,2549772.0,365.0,5.0,5.0,1
62.0,무약정,자동이체,기가,92353.0,5882422.0,343.0,3.0,0.0,1
48.0,2년,지류,광랜,101515.0,5394172.0,369.0,10.0,0.0,1
60.0,1년,지류,광랜,75242.0,4120011.0,216.0,4.0,0.0,0
48.0,무약정,신용카드,미사용,37805.0,2136697.0,360.0,2.0,1.0,1
60.0,2년,자동이체,광랜,50519.0,3340045.0,304.0,0.0,0.0,0
20.0,2년,지류,기가,48561.0,1104767.0,393.0,8.0,3.0,1
20.0,1년,지류,광랜,130962.0,2208724.0,10.0,7.0,4.0,1
50.0,무약정,신용카드,기가,102614.0,4776917.0,147.0,5.0,2.0,1
54.0,무약정,지류,광랜,147368.0,9408461.0,38.0,9.0,0.0,1
25.0,2년,자동이체,광랜,78258.0,1924784.0,154.0,6.0,1.0,1
44.0,,지류,광랜,138233.0,4874017.0,99.0,0.0,1.0,0
41.0,2년,신용카드,미사용,135991.0,4658244.0,182.0,5.0,1.0,1
8.0,2년,신용카드,기가,34990.0,258797.0,208.0,1.0,3.0,0
60.0,1년,신용카드,기가,91384.0,4583584.0,369.0,0.0,4.0,0
62.0,1년,자동이체,미사용,123501.0,7813596.0,95.0,1.0,2.0,0
,2년,신용카드,미사용,139091.0,,353.0,4.0,1.0,1
54.0,1년,신용카드,광랜,114422.0,5835468.0,345.0,9.0,4.0,1
55.0,무약정,자동이체,광랜,138000.0,6531490.0,106.0,3.0,1.0,1
65.0,1년,지류,미사용,97146.0,5513982.0,247.0,5.0,5.0,0
9.0,2년,신용카드,광랜,103328.0,1069377.0,265.0,9.0,2.0,1
8.0,1년,지류,기가,31075.0,205820.0,318.0,8.0,5.0,1
20.0,2년,지류,미사용,21279.0,487736.0,166.0,2.0,4.0,0
22.0,무약정,지류,미사용,35483.0,808046.0,455.0,2.0,3.0,1
39.0,무약정,자동이체,미사용,119459.0,4837658.0,489.0,3.0,3.0,1
43.0,2년,자동이체,기가,32548.0,1534825.0,271.0,0.0,3.0,0
60.0,,지류,기가,58393.0,2806878.0,117.0,8.0,2.0,1
66.0,2년,신용카드,광랜,118693.0,7351666.0,146.0,9.0,1.0,0
41.0,무약정,지류,광랜,112941.0,4258168.0,459.0,9.0,,1
58.0,1년,신용카드,미사용,111742.0,5677050.0,332.0,2.0,5.0,0
29.0,무약정,신용카드,미사용,97227.0,2375408.0,299.0,0.0,5.0,1
22.0,2년,자동이체,광랜,53075.0,1343555.0,447.0,3.0,5.0,0
26.0,2년,자동이체,광랜,65044.0,1775725.0,133.0,0.0,1.0,0
18.0,무약정,자동이체,광랜,,2176737.0,417.0,0.0,5.0,1
40.0,2년,자동이체,미사용,100511.0,3498501.0,138.0,2.0,2.0,0
31.0,2년,자동이체,기가,134549.0,3378754.0,323.0,10.0,5.0,1
59.0,2년,신용카드,광랜,148549.0,7883402.0,491.0,8.0,5.0,1
24.0,무약정,신용카드,광랜,121204.0,2607942.0,59.0,10.0,2.0,1
4.0,,자동이체,기가,137819.0,452426.0,418.0,3.0,2.0,1
34.0,2년,신용카드,미사용,116711.0,4536451.0,145.0,8.0,5.0,1
41.0,무약정,자동이체,기가,98843.0,4342509.0,366.0,0.0,1.0,1
48.0,2년,신용카드,기가,90586.0,4968418.0,15.0,6.0,3.0,0
53.0,1년,신용카드,미사용,61923.0,2703530.0,62.0,7.0,3.0,0
49.0,무약정,지류,기가,106752.0,5230656.0,286.0,6.0,2.0,1
15.0,2년,지류,미사용,91537.0,1382690.0,,2.0,1.0,1
56.0,무약정,신용카드,광랜,104794.0,4843128.0,497.0,9.0,2.0,1
23.0,무약정,자동이체,기가,56323.0,1115743.0,287.0,7.0,3.0,1
65.0,1년,신용카드,미사용,66501.0,3837268.0,399.0,2.0,1.0,0
36.0,2년,자동이체,기가,31805.0,1009559.0,26.0,6.0,5.0,0
20.0,1년,지류,미사용,58275.0,1389041.0,179.0,0.0,5.0,0
53.0,2년,신용카드,미사용,87291.0,4101841.0,220.0,7.0,5.0,0
37.0,1년,지류,미사용,103252.0,4053901.0,367.0,1.0,5.0,1
64.0,무약정,신용카드,미사용,116321.0,7838223.0,427.0,8.0,3.0,1
70.0,2년,신용카드,광랜,48361.0,4052664.0,232.0,1.0,1.0,0
41.0,1년,신용카드,광랜,33774.0,1365059.0,16.0,0.0,1.0,0
23.0,,지류,미사용,85202.0,2100940.0,260.0,3.0,4.0,1
33.0,2년,신용카드,광랜,104145.0,4042711.0,28.0,7.0,0.0,1
48.0,무약정,자동이체,기가,88682.0,3857352.0,44.0,9.0,1.0,1
54.0,2년,자동이체,미사용,60281.0,3393372.0,175.0,10.0,5.0,0
64.0,무약정,지류,기가,114468.0,6524943.0,354.0,0.0,3.0,1
6.0,1년,지류,기가,66215.0,330359.0,11.0,2.0,2.0,1
27.0,2년,신용카드,기가,110347.0,3356204.0,339.0,3.0,1.0,1
9.0,2년,신용카드,미사용,96339.0,810440.0,54.0,3.0,3.0,1
56.0,1년,지류,광랜,82760.0,4923747.0,205.0,6.0,5.0,0
5.0,2년,신용카드,미사용,104856.0,,62.0,7.0,4.0,1
72.0,1년,자동이체,미사용,122717.0,8347205.0,171.0,7.0,5.0,0
48.0,무약정,신용카드,기가,53746.0,2492035.0,43.0,7.0,5.0,1
19.0,2년,신용카드,기가,90002.0,1621502.0,421.0,9.0,2.0,1
2.0,1년,자동이체,기가,103956.0,238095.0,348.0,6.0,4.0,1
46.0,2년,자동이체,,57498.0,3126583.0,192.0,,1.0,0
49.0,무약정,자동이체,기가,35561.0,1459782.0,169.0,10.0,2.0,1
52.0,무약정,신용카드,미사용,110657.0,6475499.0,259.0,4.0,2.0,1
58.0,1년,신용카드,기가,26867.0,1641723.0,,1.0,5.0,0
51.0,무약정,자동이체,기가,82645.0,3864438.0,332.0,7.0,1.0,1
3.0,무약정,자동이체,광랜,134014.0,372924.0,263.0,3.0,3.0,1
53.0,1년,자동이체,미사용,42749.0,2487230.0,339.0,5.0,1.0,0
58.0,1년,지류,기가,133792.0,9191188.0,277.0,8.0,0.0,1
16.0,무약정,자동이체,광랜,126167.0,2034480.0,467.0,5.0,1.0,1
35.0,2년,자동이체,,147242.0,5993902.0,145.0,1.0,5.0,0
17.0,2년,지류,기가,61211.0,957729.0,261.0,1.0,2.0,1
1.0,1년,신용카드,광랜,62651.0,63494.0,361.0,3.0,3.0,1
61.0,,지류,광랜,36048.0,1942800.0,342.0,1.0,2.0,0
9.0,무약정,자동이체,미사용,81200.0,701394.0,337.0,3.0,2.0,1
37.0,2년,지류,기가,85727.0,2620824.0,318.0,1.0,3.0,0
63.0,무약정,자동이체,기가,116681.0,6848275.0,65.0,7.0,0.0,1
36.0,1년,신용카드,광랜,75191.0,2287818.0,344.0,7.0,1.0,1
20.0,1년,자동이체,광랜,80586.0,,,0.0,5.0,0
6.0,무약정,지류,미사용,60524.0,387039.0,63.0,9.0,3.0,1
32.0,1년,자동이체,미사용,96349.0,3069667.0,446.0,4.0,1.0,1
4.0,1년,지류,기가,26888.0,86161.0,69.0,6.0,1.0,1
