고객ID,연령,성별,지역,가입기간,월요금,총요금,상담횟수,데이터사용량,계약유형,해지여부
C01624,35,여성,기타,18,77500,1395000,3,22.3,1년약정,0
C01625,22,남성,부산,4,58000,232000,4,8.9,약정없음,1
C01626,49,여성,경기,40,91000,3640000,0,35.4,2년약정,0
C01627,33,남성,서울,1,112000,,6,12.1,약정없음,1
C01628,61,여성,대구,55,83000,4565000,1,40.2,2년약정,0
C01629,26,남성,기타,10,49000,490000,2,14,약정없음,0
C01630,40,여성,부산,2,86000,172000,5,3.8,약정없음,1
C01631,32,남성,서울,24,65500,1572000,1,15.2,1년약정,0
C01632,55,여성,경기,2,89000,178000,5,5,약정없음,1
C01633,28,남성,부산,48,45200,2169600,0,22.1,2년약정,0
C01634,41,여성,서울,1,105300,105300,4,8.5,약정없음,1
C01635,62,남성,기타,12,75000,,2,10.2,약정없음,0
C01636,19,여성,경기,6,55000,330000,3,12.5,약정없음,1
C01637,45,남성,,72,99900,7192800,1,45.6,2년약정,0
C01638,37,여성,,15,82100,1231500,2,18.9,1년약정,0
C01639,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C01640,24,여성,경기,36,40000,1440000,0,30.5,1년약정,0
C01641,33,남성,서울,10,78200,782000,3,11,약정없음,1
C01642,58,여성,기타,5,92500,462500,4,6.7,약정없음,1
C01643,42,남성,서울,60,110000,6600000,1,55.2,2년약정,0
C01644,29,여성,,24,55000,1320000,2,25.4,1년약정,0
C01645,65,남성,경기,1,45000,,5,1.2,약정없음,1
C01646,38,여성,서울,48,88500,4248000,0,33.1,2년약정,0
C01647,21,남성,대구,8,62000,496000,3,14.5,약정없음,1
C01648,47,여성,기타,30,72300,2169000,1,28.7,1년약정,0
C01649,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C01650,31,여성,서울,5,42000,210000,2,10.8,약정없음,0
C01651,27,남성,경기,2,95000,190000,5,4.5,약정없음,1
C01652,44,여성,대구,12,68000,816000,2,16.7,1년약정,0
C01653,59,남성,서울,66,120000,7920000,1,60.1,2년약정,0
C01654,35,여성,기타,18,77500,1395000,3,22.3,1년약정,0
C01655,22,남성,부산,4,58000,232000,4,8.9,약정없음,1
C01656,49,여성,경기,40,91000,3640000,0,35.4,2년약정,0
C01657,33,남성,서울,1,112000,,6,12.1,약정없음,1
C01658,61,여성,대구,55,83000,4565000,1,40.2,2년약정,0
C01659,26,남성,기타,10,49000,490000,2,14,약정없음,0
C01660,40,여성,부산,2,86000,172000,5,3.8,약정없음,1
C01661,32,남성,서울,24,65500,1572000,1,15.2,1년약정,0
C01662,55,여성,경기,2,89000,178000,5,5,약정없음,1
C01663,28,남성,부산,48,45200,2169600,0,22.1,2년약정,0
C01664,41,여성,서울,1,105300,105300,4,8.5,약정없음,1
C01665,62,남성,기타,12,75000,,2,10.2,약정없음,0
C01666,19,여성,경기,6,55000,330000,3,12.5,약정없음,1
C01667,45,남성,대구,72,99900,7192800,1,45.6,2년약정,0
C01668,37,여성,서울,15,82100,1231500,2,18.9,1년약정,0
C01669,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C01670,24,여성,경기,36,40000,1440000,0,30.5,1년약정,0
C01671,33,남성,서울,10,78200,782000,3,11,약정없음,1
C01672,58,여성,기타,5,92500,462500,4,6.7,약정없음,1
C01673,42,남성,서울,60,110000,6600000,1,55.2,2년약정,0
C01674,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C01675,65,남성,경기,1,45000,,5,1.2,약정없음,1
C01676,38,여성,서울,48,88500,4248000,0,33.1,2년약정,0
C01677,21,남성,대구,8,62000,496000,3,14.5,약정없음,1
C01678,47,여성,기타,30,72300,2169000,1,28.7,1년약정,0
C01679,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C01680,31,여성,서울,5,42000,210000,2,10.8,약정없음,0
C01681,32,남성,서울,24,65500,1572000,1,15.2,1년약정,0
C01682,55,여성,경기,2,89000,178000,5,5,약정없음,1
C01683,28,남성,부산,48,45200,2169600,0,22.1,2년약정,0
C01684,41,여성,서울,1,105300,105300,4,8.5,약정없음,1
C01685,62,남성,기타,12,75000,,2,10.2,약정없음,0
C01686,19,여성,경기,6,55000,330000,3,12.5,약정없음,1
C01687,45,남성,대구,72,99900,7192800,1,45.6,2년약정,0
C01688,37,여성,서울,15,82100,1231500,2,18.9,1년약정,0
C01689,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C01690,24,여성,경기,36,40000,1440000,0,30.5,1년약정,0
C01691,33,남성,서울,10,78200,782000,3,11,약정없음,1
C01692,58,여성,기타,5,92500,462500,4,6.7,약정없음,1
C01693,42,남성,서울,60,110000,6600000,1,55.2,2년약정,0
C01694,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C01695,65,남성,경기,1,45000,,5,1.2,약정없음,1
C01696,38,여성,서울,48,88500,4248000,0,33.1,2년약정,0
C01697,21,남성,대구,8,62000,496000,3,14.5,약정없음,1
C01698,47,여성,기타,30,72300,2169000,1,28.7,1년약정,0
C01699,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C01700,31,여성,서울,5,42000,210000,2,10.8,약정없음,0
C01701,42,남성,서울,24,68000,1632000,1,20.2,1년약정,0
C01702,33,여성,경기,3,92000,276000,5,6.5,약정없음,1
C01703,50,남성,부산,60,55000,3300000,0,45.2,2년약정,0
C01704,26,여성,서울,2,108000,216000,4,8.1,약정없음,1
C01705,61,남성,기타,15,82000,,2,15.8,약정없음,0
C01706,22,여성,경기,8,60000,480000,3,13.2,약정없음,1
C01707,48,남성,부산,72,105000,7560000,1,62.1,2년약정,0
C01708,35,여성,서울,20,84000,1680000,2,25.4,1년약정,0
C01709,54,남성,대구,4,63500,254000,6,5.2,약정없음,1
C01710,29,여성,경기,36,44000,1584000,0,32.7,1년약정,0
C01711,38,남성,서울,12,79000,948000,3,16.5,약정없음,1
C01712,63,여성,기타,6,95000,570000,4,9.2,약정없음,1
C01713,45,남성,서울,48,115000,5520000,1,58.3,2년약정,0
C01714,31,여성,부산,24,58000,1392000,2,28.7,1년약정,0
C01715,67,남성,경기,1,48000,,5,2.5,약정없음,1
C01716,40,여성,서울,55,91000,5005000,0,42.1,2년약정,0
C01717,24,남성,대구,10,65000,650000,3,18,약정없음,1
C01718,49,여성,기타,36,75000,2700000,1,35.2,1년약정,0
C01719,56,남성,부산,18,88000,1584000,4,22.1,약정없음,1
C01720,33,여성,서울,6,45000,270000,2,14.5,약정없음,0
C01721,28,남성,경기,3,99000,297000,5,5.8,약정없음,1
C01722,46,여성,대구,15,72000,1080000,2,20.1,1년약정,0
C01723,60,남성,서울,66,125000,8250000,1,65.2,2년약정,0
C01724,37,여성,기타,24,80000,1920000,3,30.2,1년약정,0
C01725,23,남성,부산,5,62000,310000,4,11.5,약정없음,1
C01726,51,여성,경기,42,94000,3948000,0,40.1,2년약정,0
C01727,35,남성,서울,1,118000,,6,15.2,약정없음,1
C01728,64,여성,대구,60,86000,5160000,1,48.2,2년약정,0
C01729,29,남성,기타,12,52000,624000,2,16.5,약정없음,0
C01730,42,여성,부산,2,89500,179000,5,4.9,약정없음,1
C01731,31,남성,서울,18,72000,1296000,1,22.5,1년약정,0
C01732,44,여성,경기,1,105000,105000,6,8.4,약정없음,1
C01733,29,남성,부산,36,48000,1728000,0,30.2,2년약정,0
C01734,52,여성,기타,2,93500,187000,5,4.2,약정없음,1
C01735,37,남성,대구,14,66000,,2,15.8,약정없음,0
C01736,25,여성,서울,5,81000,405000,4,11.2,약정없음,1
C01737,60,남성,,60,112000,6720000,1,58.9,2년약정,0
C01738,43,여성,부산,24,78000,1872000,2,26.4,1년약정,0
C01739,21,남성,서울,3,99500,298500,5,7.1,약정없음,1
C01740,55,여성,기타,48,53000,2544000,0,38.2,2년약정,0
C01741,34,남성,대구,10,82500,825000,3,14.5,약정없음,1
C01742,47,여성,서울,1,118000,118000,6,12,약정없음,1
C01743,19,남성,,12,42000,504000,2,10.1,1년약정,0
C01744,65,여성,부산,24,96000,2304000,1,33.5,1년약정,0
C01745,39,남성,대구,4,75000,,4,9.2,약정없음,1
C01746,28,여성,서울,36,58000,2088000,0,35.2,2년약정,0
C01747,51,남성,경기,2,102000,204000,5,6.1,약정없음,1
C01748,33,여성,부산,15,77000,1155000,2,19.2,1년약정,0
C01749,45,남성,서울,1,120000,120000,6,15.8,약정없음,1
C01750,22,여성,기타,8,62000,496000,3,11.5,약정없음,1
C01751,32,남성,서울,24,65500,1572000,1,15.2,1년약정,0
C01752,55,여성,경기,2,89000,178000,5,5,약정없음,1
C01753,28,남성,부산,48,45200,2169600,0,22.1,2년약정,0
C01754,41,여성,서울,1,105300,105300,4,8.5,약정없음,1
C01755,62,남성,기타,12,75000,,2,10.2,약정없음,0
C01756,19,여성,경기,6,55000,330000,3,12.5,약정없음,1
C01757,45,남성,대구,72,99900,7192800,1,45.6,2년약정,0
C01758,37,여성,서울,15,82100,1231500,2,18.9,1년약정,0
C01759,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C01760,24,여성,경기,36,40000,1440000,0,30.5,1년약정,0
C01761,33,남성,서울,10,78200,782000,3,11,약정없음,1
C01762,58,여성,기타,5,92500,462500,4,6.7,약정없음,1
C01763,42,남성,서울,60,110000,6600000,1,55.2,2년약정,0
C01764,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C01765,65,남성,경기,1,45000,,5,1.2,약정없음,1
C01766,38,여성,서울,48,88500,4248000,0,33.1,2년약정,0
C01767,21,남성,대구,8,62000,496000,3,14.5,약정없음,1
C01768,47,여성,기타,30,72300,2169000,1,28.7,1년약정,0
C01769,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C01770,31,여성,서울,5,42000,210000,2,10.8,약정없음,0
C01771,27,남성,경기,2,95000,190000,5,4.5,약정없음,1
C01772,44,여성,대구,12,68000,816000,2,16.7,1년약정,0
C01773,59,남성,서울,66,120000,7920000,1,60.1,2년약정,0
C01774,35,여성,기타,18,77500,1395000,3,22.3,1년약정,0
C01775,22,남성,부산,4,58000,232000,4,8.9,약정없음,1
C01776,49,여성,경기,40,91000,3640000,0,35.4,2년약정,0
C01777,33,남성,서울,1,112000,,6,12.1,약정없음,1
C01778,61,여성,대구,55,83000,4565000,1,40.2,2년약정,0
C01779,26,남성,기타,10,49000,490000,2,14,약정없음,0
C01780,40,여성,부산,2,86000,172000,5,3.8,약정없음,1
C01781,32,남성,서울,24,65500,1572000,1,15.2,1년약정,0
C01782,55,여성,경기,2,89000,178000,5,5,약정없음,1
C01783,28,남성,부산,48,45200,2169600,0,22.1,2년약정,0
C01784,41,여성,서울,1,105300,105300,4,8.5,약정없음,1
C01785,62,남성,기타,12,75000,,2,10.2,약정없음,0
C01786,19,여성,경기,6,55000,330000,3,12.5,약정없음,1
C01787,45,남성,대구,72,99900,7192800,1,45.6,2년약정,0
C01788,37,여성,서울,15,82100,1231500,2,18.9,1년약정,0
C01789,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C01790,24,여성,경기,36,40000,1440000,0,30.5,1년약정,0
C01791,33,남성,서울,10,78200,782000,3,11,약정없음,1
C01792,58,여성,기타,5,92500,462500,4,6.7,약정없음,1
C01793,42,남성,서울,60,110000,6600000,1,55.2,2년약정,0
C01794,29,여성,,24,55000,1320000,2,25.4,1년약정,0
C01795,65,남성,경기,1,45000,,5,1.2,약정없음,1
C01796,38,여성,서울,48,88500,4248000,0,33.1,2년약정,0
C01797,21,남성,대구,8,62000,496000,3,14.5,약정없음,1
C01798,47,여성,,30,72300,2169000,1,28.7,1년약정,0
C01799,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C01800,31,여성,서울,5,42000,210000,2,10.8,약정없음,0
C01801,32,남성,서울,24,65500,1572000,1,15.2,1년약정,0
C01802,55,여성,경기,2,89000,178000,5,5,약정없음,1
C01803,28,남성,부산,48,45200,2169600,0,22.1,2년약정,0
C01804,41,여성,서울,1,105300,105300,4,8.5,약정없음,1
C01805,62,남성,기타,12,75000,,2,10.2,약정없음,0
C01806,19,여성,경기,6,55000,330000,3,12.5,약정없음,1
C01807,45,남성,대구,72,99900,7192800,1,45.6,2년약정,0
C01808,37,여성,서울,15,82100,1231500,2,18.9,1년약정,0
C01809,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C01810,24,여성,경기,36,40000,1440000,0,30.5,1년약정,0
C01811,33,남성,서울,10,78200,782000,3,11,약정없음,1
C01812,58,여성,기타,5,92500,462500,4,6.7,약정없음,1
C01813,42,남성,서울,60,110000,6600000,1,55.2,2년약정,0
C01814,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C01815,65,남성,경기,1,45000,,5,1.2,약정없음,1
C01816,38,여성,서울,48,88500,4248000,0,33.1,2년약정,0
C01817,21,남성,대구,8,62000,496000,3,14.5,약정없음,1
C01818,47,여성,기타,30,72300,2169000,1,28.7,1년약정,0
C01819,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C01820,31,여성,서울,5,42000,210000,2,10.8,약정없음,0
C01821,27,남성,경기,2,95000,190000,5,4.5,약정없음,1
C01822,44,여성,대구,12,68000,816000,2,16.7,1년약정,0
C01823,59,남성,서울,66,120000,7920000,1,60.1,2년약정,0
C01824,35,여성,기타,18,77500,1395000,3,22.3,1년약정,0
C01825,22,남성,부산,4,58000,232000,4,8.9,약정없음,1
C01826,49,여성,경기,40,91000,3640000,0,35.4,2년약정,0
C01827,33,남성,서울,1,112000,,6,12.1,약정없음,1
C01828,61,여성,대구,55,83000,4565000,1,40.2,2년약정,0
C01829,26,남성,기타,10,49000,490000,2,14,약정없음,0
C01830,40,여성,부산,2,86000,172000,5,3.8,약정없음,1
C01831,32,남성,서울,24,65500,1572000,1,15.2,1년약정,0
C01832,55,여성,경기,2,89000,178000,5,5,약정없음,1
C01833,28,남성,부산,48,45200,2169600,0,22.1,2년약정,0
C01834,41,여성,서울,1,105300,105300,4,8.5,약정없음,1
C01835,62,남성,기타,12,75000,,2,10.2,약정없음,0
C01836,19,여성,경기,6,55000,330000,3,12.5,약정없음,1
C01837,45,남성,대구,72,99900,7192800,1,45.6,2년약정,0
C01838,37,여성,서울,15,82100,1231500,2,18.9,1년약정,0
C01839,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C01840,24,여성,경기,36,40000,1440000,0,30.5,1년약정,0
C01841,33,남성,서울,10,78200,782000,3,11,약정없음,1
C01842,58,여성,기타,5,92500,462500,4,6.7,약정없음,1
C01843,42,남성,서울,60,110000,6600000,1,55.2,2년약정,0
C01844,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C01845,65,남성,경기,1,45000,,5,1.2,약정없음,1
C01846,38,여성,서울,48,88500,4248000,0,33.1,2년약정,0
C01847,21,남성,대구,8,62000,496000,3,14.5,약정없음,1
C01848,47,여성,기타,30,72300,2169000,1,28.7,1년약정,0
C01849,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C01850,31,여성,서울,5,42000,210000,2,10.8,약정없음,0
C01851,27,남성,경기,2,95000,190000,5,4.5,약정없음,1
C01852,44,여성,대구,12,68000,816000,2,16.7,1년약정,0
C01853,59,남성,서울,66,120000,7920000,1,60.1,2년약정,0
C01854,35,여성,기타,18,77500,1395000,3,22.3,1년약정,0
C01855,22,남성,부산,4,58000,232000,4,8.9,약정없음,1
C01856,49,여성,경기,40,91000,3640000,0,35.4,2년약정,0
C01857,33,남성,서울,1,112000,,6,12.1,약정없음,1
C01858,61,여성,대구,55,83000,4565000,1,40.2,2년약정,0
C01859,26,남성,,10,49000,490000,2,14,약정없음,0
C01860,40,여성,부산,2,86000,172000,5,3.8,약정없음,1
C01861,32,남성,서울,24,65500,1572000,1,15.2,1년약정,0
C01862,55,여성,경기,2,89000,178000,5,5,약정없음,1
C01863,28,남성,부산,48,45200,2169600,0,22.1,2년약정,0
C01864,41,여성,서울,1,105300,105300,4,8.5,약정없음,1
C01865,62,남성,기타,12,75000,,2,10.2,약정없음,0
C01866,19,여성,,6,55000,330000,3,12.5,약정없음,1
C01867,45,남성,대구,72,99900,7192800,1,45.6,2년약정,0
C01868,37,여성,서울,15,82100,1231500,2,18.9,1년약정,0
C01869,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C01870,24,여성,경기,36,40000,1440000,0,30.5,1년약정,0
C01871,33,남성,서울,10,78200,782000,3,11,약정없음,1
C01872,58,여성,기타,5,92500,462500,4,6.7,약정없음,1
C01873,42,남성,서울,60,110000,6600000,1,55.2,2년약정,0
C01874,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C01875,65,남성,경기,1,45000,,5,1.2,약정없음,1
C01876,38,여성,서울,48,88500,4248000,0,33.1,2년약정,0
C01877,21,남성,대구,8,62000,496000,3,14.5,약정없음,1
C01878,47,여성,기타,30,72300,2169000,1,28.7,1년약정,0
C01879,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C01880,31,여성,서울,5,42000,210000,2,10.8,약정없음,0
C01881,32,남성,서울,24,65500,1572000,1,15.2,1년약정,0
C01882,55,여성,경기,2,89000,178000,5,5,약정없음,1
C01883,28,남성,부산,48,45200,2169600,0,22.1,2년약정,0
C01884,41,여성,서울,1,105300,105300,4,8.5,약정없음,1
C01885,62,남성,기타,12,75000,,2,10.2,약정없음,0
C01886,19,여성,경기,6,55000,330000,3,12.5,약정없음,1
C01887,45,남성,대구,72,99900,7192800,1,45.6,2년약정,0
C01888,37,여성,서울,15,82100,1231500,2,18.9,1년약정,0
C01889,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C01890,24,여성,경기,36,40000,1440000,0,30.5,1년약정,0
C01891,33,남성,서울,10,78200,782000,3,11,약정없음,1
C01892,58,여성,기타,5,92500,462500,4,6.7,약정없음,1
C01893,42,남성,서울,60,110000,6600000,1,55.2,2년약정,0
C01894,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C01895,65,남성,경기,1,45000,,5,1.2,약정없음,1
C01896,38,여성,서울,48,88500,4248000,0,33.1,2년약정,0
C01897,21,남성,대구,8,62000,496000,3,14.5,약정없음,1
C01898,47,여성,기타,30,72300,2169000,1,28.7,1년약정,0
C01899,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C01900,31,여성,서울,5,42000,210000,2,10.8,약정없음,0
C01901,42,남성,서울,24,68000,1632000,1,20.2,1년약정,0
C01902,33,여성,경기,3,92000,276000,5,6.5,약정없음,1
C01903,50,남성,부산,60,55000,3300000,0,45.2,2년약정,0
C01904,26,여성,서울,2,108000,216000,4,8.1,약정없음,1
C01905,61,남성,기타,15,82000,,2,15.8,약정없음,0
C01906,22,여성,경기,8,60000,480000,3,13.2,약정없음,1
C01907,48,남성,부산,72,105000,7560000,1,62.1,2년약정,0
C01908,35,여성,서울,20,84000,1680000,2,25.4,1년약정,0
C01909,54,남성,대구,4,63500,254000,6,5.2,약정없음,1
C01910,29,여성,경기,36,44000,1584000,0,32.7,1년약정,0
C01911,38,남성,서울,12,79000,948000,3,16.5,약정없음,1
C01912,63,여성,기타,6,95000,570000,4,9.2,약정없음,1
C01913,45,남성,서울,48,115000,5520000,1,58.3,2년약정,0
C01914,31,여성,부산,24,58000,1392000,2,28.7,1년약정,0
C01915,67,남성,경기,1,48000,,5,2.5,약정없음,1
C01916,40,여성,서울,55,91000,5005000,0,42.1,2년약정,0
C01917,24,남성,,10,65000,650000,3,18,약정없음,1
C01918,49,여성,기타,36,75000,2700000,1,35.2,1년약정,0
C01919,56,남성,부산,18,88000,1584000,4,22.1,약정없음,1
C01920,33,여성,서울,6,45000,270000,2,14.5,약정없음,0
C01921,28,남성,,3,99000,297000,5,5.8,약정없음,1
C01922,46,여성,대구,15,72000,1080000,2,20.1,1년약정,0
C01923,60,남성,서울,66,125000,8250000,1,65.2,2년약정,0
C01924,37,여성,기타,24,80000,1920000,3,30.2,1년약정,0
C01925,23,남성,부산,5,62000,310000,4,11.5,약정없음,1
C01926,51,여성,경기,42,94000,3948000,0,40.1,2년약정,0
C01927,35,남성,서울,1,118000,,6,15.2,약정없음,1
C01928,64,여성,대구,60,86000,5160000,1,48.2,2년약정,0
C01929,29,남성,기타,12,52000,624000,2,16.5,약정없음,0
C01930,42,여성,부산,2,89500,179000,5,4.9,약정없음,1
C01931,31,남성,서울,18,72000,1296000,1,22.5,1년약정,0
C01932,44,여성,경기,1,105000,105000,6,8.4,약정없음,1
C01933,29,남성,부산,36,48000,1728000,0,30.2,2년약정,0
C01934,52,여성,기타,2,93500,187000,5,4.2,약정없음,1
C01935,37,남성,대구,14,66000,,2,15.8,약정없음,0
C01936,25,여성,서울,5,81000,405000,4,11.2,약정없음,1
C01937,60,남성,경기,60,112000,6720000,1,58.9,2년약정,0
C01938,43,여성,부산,24,78000,1872000,2,26.4,1년약정,0
C01939,21,남성,서울,3,99500,298500,5,7.1,약정없음,1
C01940,55,여성,기타,48,53000,2544000,0,38.2,2년약정,0
C01941,34,남성,대구,10,82500,825000,3,14.5,약정없음,1
C01942,47,여성,서울,1,118000,118000,6,12,약정없음,1
C01943,19,남성,경기,12,42000,504000,2,10.1,1년약정,0
C01944,65,여성,부산,24,96000,2304000,1,33.5,1년약정,0
C01945,39,남성,대구,4,75000,,4,9.2,약정없음,1
C01946,28,여성,서울,36,58000,2088000,0,35.2,2년약정,0
C01947,51,남성,경기,2,102000,204000,5,6.1,약정없음,1
C01948,33,여성,부산,15,77000,1155000,2,19.2,1년약정,0
C01949,45,남성,서울,1,120000,120000,6,15.8,약정없음,1
C01950,22,여성,기타,8,62000,496000,3,11.5,약정없음,1
C01951,32,남성,서울,24,65500,1572000,1,15.2,1년약정,0
C01952,55,여성,경기,2,89000,178000,5,5,약정없음,1
C01953,28,남성,부산,48,45200,2169600,0,22.1,2년약정,0
C01954,41,여성,서울,1,105300,105300,4,8.5,약정없음,1
C01955,62,남성,기타,12,75000,,2,10.2,약정없음,0
C01956,19,여성,경기,6,55000,330000,3,12.5,약정없음,1
C01957,45,남성,대구,72,99900,7192800,1,45.6,2년약정,0
C01958,37,여성,서울,15,82100,1231500,2,18.9,1년약정,0
C01959,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C01960,24,여성,경기,36,40000,1440000,0,30.5,1년약정,0
C01961,33,남성,서울,10,78200,782000,3,11,약정없음,1
C01962,58,여성,기타,5,92500,462500,4,6.7,약정없음,1
C01963,42,남성,서울,60,110000,6600000,1,55.2,2년약정,0
C01964,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C01965,65,남성,경기,1,45000,,5,1.2,약정없음,1
C01966,38,여성,서울,48,88500,4248000,0,33.1,2년약정,0
C01967,21,남성,대구,8,62000,496000,3,14.5,약정없음,1
C01968,47,여성,기타,30,72300,2169000,1,28.7,1년약정,0
C01969,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C01970,31,여성,서울,5,42000,210000,2,10.8,약정없음,0
C01971,27,남성,경기,2,95000,190000,5,4.5,약정없음,1
C01972,44,여성,대구,12,68000,816000,2,16.7,1년약정,0
C01973,59,남성,서울,66,120000,7920000,1,60.1,2년약정,0
C01974,35,여성,기타,18,77500,1395000,3,22.3,1년약정,0
C01975,22,남성,부산,4,58000,232000,4,8.9,약정없음,1
C01976,49,여성,경기,40,91000,3640000,0,35.4,2년약정,0
C01977,33,남성,서울,1,112000,,6,12.1,약정없음,1
C01978,61,여성,대구,55,83000,4565000,1,40.2,2년약정,0
C01979,26,남성,기타,10,49000,490000,2,14,약정없음,0
C01980,40,여성,부산,2,86000,172000,5,3.8,약정없음,1
C01981,32,남성,서울,24,65500,1572000,1,15.2,1년약정,0
C01982,55,여성,경기,2,89000,178000,5,5,약정없음,1
C01983,28,남성,부산,48,45200,2169600,0,22.1,2년약정,0
C01984,41,여성,서울,1,105300,105300,4,8.5,약정없음,1
C01985,62,남성,기타,12,75000,,2,10.2,약정없음,0
C01986,19,여성,경기,6,55000,330000,3,12.5,약정없음,1
C01987,45,남성,대구,72,99900,7192800,1,45.6,2년약정,0
C01988,37,여성,서울,15,82100,1231500,2,18.9,1년약정,0
C01989,50,남성,부산,3,60500,181500,6,3.2,약정없음,1
C01990,24,여성,경기,36,40000,1440000,0,30.5,1년약정,0
C01991,33,남성,서울,10,78200,782000,3,11,약정없음,1
C01992,58,여성,기타,5,92500,462500,4,6.7,약정없음,1
C01993,42,남성,서울,60,110000,6600000,1,55.2,2년약정,0
C01994,29,여성,부산,24,55000,1320000,2,25.4,1년약정,0
C01995,65,남성,경기,1,45000,,5,1.2,약정없음,1
C01996,38,여성,서울,48,88500,4248000,0,33.1,2년약정,0
C01997,21,남성,대구,8,62000,496000,3,14.5,약정없음,1
C01998,47,여성,기타,30,72300,2169000,1,28.7,1년약정,0
C01999,53,남성,부산,14,85000,1190000,4,19.2,약정없음,1
C02000,31,여성,서울,5,42000,210000,2,10.8,약정없음,0
C02001,40,남성,서울,60,125000,7500000,0,68.2,2년약정,0
C02002,23,여성,경기,1,118000,118000,6,12.5,약정없음,1
C02003,57,남성,부산,24,88000,2112000,2,30.1,1년약정,0
C02004,31,여성,대구,5,76500,382500,4,9.8,약정없음,1
C02005,48,남성,기타,12,69000,,2,18.4,1년약정,0
C02006,25,여성,서울,2,95000,190000,5,5.1,약정없음,1
C02007,53,남성,경기,48,52000,2496000,1,40.2,2년약정,0
C02008,39,여성,부산,15,82000,1230000,3,22.4,약정없음,1
C02009,64,남성,서울,1,42000,42000,5,2.1,약정없음,1
C02010,27,여성,대구,36,44500,1602000,0,32.5,2년약정,0
C02011,46,남성,기타,10,79000,790000,3,20.1,약정없음,1
C02012,22,여성,서울,4,63000,252000,4,8.5,약정없음,1
C02013,59,남성,경기,72,110000,7920000,1,60.5,2년약정,0
C02014,35,여성,부산,20,74500,1490000,2,25.2,1년약정,0
C02015,50,남성,대구,3,89500,,5,6.4,약정없음,1
C02016,32,여성,기타,24,66500,1596000,1,28.7,1년약정,0
C02017,67,남성,서울,1,122000,122000,6,15.2,약정없음,1
C02018,44,여성,경기,12,81000,972000,2,19.4,약정없음,0
C02019,19,남성,부산,2,40000,80000,4,4.2,약정없음,1
C02020,56,여성,대구,36,92000,3312000,1,45.1,2년약정,0
C02021,28,남성,기타,5,86500,432500,3,11.5,약정없음,1
C02022,51,여성,서울,15,58000,870000,2,24.2,1년약정,0
C02023,33,남성,경기,4,72000,288000,4,9.2,약정없음,1
C02024,45,여성,부산,48,107500,5160000,1,58.3,2년약정,0
C02025,22,남성,대구,1,45000,,5,1.5,약정없음,1
C02026,38,여성,기타,24,79500,1908000,1,32.4,1년약정,0
C02027,61,남성,서울,8,95000,760000,3,14.5,약정없음,1
C02028,24,여성,경기,36,41000,1476000,0,28.2,2년약정,0
C02029,49,남성,,12,74000,888000,2,20.4,약정없음,0
C02030,54,여성,대구,2,102000,204000,5,8.1,약정없음,1
C02031,31,남성,기타,10,65000,650000,3,16.2,약정없음,1
C02032,42,여성,서울,72,115000,8280000,1,65.8,2년약정,0
C02033,35,남성,경기,20,84500,1690000,2,25.4,1년약정,0
C02034,63,여성,부산,1,48000,48000,4,2.2,약정없음,1
C02035,29,남성,,6,45000,,2,12.5,약정없음,0
C02036,46,여성,기타,24,68000,1632000,1,28.2,1년약정,0
C02037,60,남성,,4,92000,368000,3,10.2,약정없음,1
C02038,23,여성,경기,42,43500,1827000,0,38.2,2년약정,0
C02039,52,남성,부산,12,82500,990000,2,21.5,약정없음,0
C02040,37,여성,대구,1,108000,108000,6,14.5,약정없음,1
C02041,32,남성,기타,18,72000,1296000,1,26.4,1년약정,0
C02042,55,여성,서울,2,89000,178000,5,6.1,약정없음,1
C02043,28,남성,경기,60,55000,3300000,0,48.2,2년약정,0
C02044,41,여성,부산,5,105300,526500,4,11.2,약정없음,1
C02045,62,남성,대구,12,75000,,2,15.8,약정없음,0
